colacion	titulo	promedio
51	Ingeniero Químico	6.1
51	Ingeniero Industrial	6.1
50	Ingeniero Electrónico	6.1
48	Ingeniero en Informática	6.1
55	Ingeniero Electrónico	6.09
55	Ingeniero Industrial	6.09
54	Ingeniero Industrial	6.09
54	Ingeniero Industrial	6.09
53	Ingeniero Mecánico	6.09
53	Ingeniero Industrial	6.09
53	Ingeniero Industrial	6.09
52	Ingeniero en Petróleo	6.09
50	Ingeniero Electrónico	6.09
50	Ingeniero Industrial	6.09
48	Ingeniero en Informática	6.09
48	Ingeniero Químico	6.09
55	Ingeniero Industrial	6.08
55	Ingeniero Industrial	6.08
54	Ingeniero Industrial	6.08
53	Ingeniero Electricista	6.08
53	Ingeniero Industrial	6.08
53	Ingeniero Industrial	6.08
53	Ingeniero Industrial	6.08
52	Ingeniero Industrial	6.08
52	Ingeniero Industrial	6.08
49	Ingeniero en Informática	6.08
49	Ingeniero Industrial	6.08
55	Ingeniero Industrial	6.07
52	Ingeniero Mecánico	6.07
51	Ingeniero Industrial	6.07
51	Ingeniero Industrial	6.07
51	Ingeniero Industrial	6.07
50	Ingeniero Industrial	6.07
50	Ingeniero Químico	6.07
49	Ingeniero Industrial	6.07
49	Ingeniero Industrial	6.07
49	Ingeniero Industrial	6.07
55	Ingeniero Industrial	6.06
55	Ingeniero Industrial	6.06
54	Ingeniero Industrial	6.06
54	Ingeniero Mecánico	6.06
54	Ingeniero Químico	6.06
53	Lic.en Administración y Sistemas	6.06
53	Ingeniero Mecánico	6.06
52	Ingeniero en Informática	6.06
52	Ingeniero en Petróleo	6.06
51	Ingeniero Industrial	6.06
49	Ingeniero Industrial	6.06
49	Ingeniero en Informática	6.06
48	Ingeniero Industrial	6.06
48	Ingeniero Industrial	6.06
55	Ingeniero en Informática	6.05
55	Ingeniero Industrial	6.05
54	Lic.en Administración y Sistemas	6.05
53	Lic.en Administración y Sistemas	6.05
52	Ingeniero Industrial	6.05
51	Ingeniero en Petróleo	6.05
51	Lic.en Administración y Sistemas	6.05
51	Ingeniero Industrial	6.05
51	Ingeniero Industrial	6.05
50	Ingeniero Industrial	6.05
50	Ingeniero Industrial	6.05
49	Ingeniero en Petróleo	6.05
49	Ingeniero Industrial	6.05
48	Ingeniero en Informática	6.05
47	Ingeniero Industrial	6.05
55	Lic.en Administración y Sistemas	6.04
55	Lic.en Administración y Sistemas	6.04
55	Ingeniero Industrial	6.04
53	Ingeniero en Informática	6.04
52	Ingeniero Químico	6.04
52	Ingeniero Industrial	6.04
49	Ingeniero Industrial	6.04
55	Ingeniero Industrial	6.03
55	Lic.en Administración y Sistemas	6.03
55	Ingeniero Electrónico	6.03
55	Ingeniero Industrial	6.03
54	Ingeniero Industrial	6.03
52	Ingeniero Industrial	6.03
52	Ingeniero Electrónico	6.03
51	Ingeniero Químico	6.03
51	Ingeniero en Petróleo	6.03
51	Lic.en Administración y Sistemas	6.03
51	Ingeniero Industrial	6.03
50	Ingeniero en Petróleo	6.03
49	Ingeniero Industrial	6.03
49	Ingeniero Químico	6.03
49	Ingeniero en Informática	6.03
48	Ingeniero en Informática	6.03
48	Ingeniero Industrial	6.03
48	Ingeniero Industrial	6.03
53	Ingeniero en Informática	6.02
52	Ingeniero Químico	6.02
51	Ingeniero Industrial	6.02
48	Ingeniero Industrial	6.02
47	Ingeniero Químico	6.02
55	Ingeniero Industrial	6.01
55	Ingeniero Industrial	6.01
53	Ingeniero Industrial	6.01
52	Ingeniero Naval	6.01
51	Ingeniero Químico	6.01
51	Ingeniero Industrial	6.01
50	Lic.en Administración y Sistemas	6.01
49	Ingeniero Industrial	6.01
55	Lic.en Administración y Sistemas	6
54	Ingeniero Industrial	6
54	Ingeniero Industrial	6
51	Ingeniero Industrial	6
50	Ingeniero Industrial	6
55	Ingeniero Industrial	5.99
54	Ingeniero Industrial	5.99
53	Ingeniero en Informática	5.99
53	Ingeniero en Informática	5.99
51	Ingeniero Industrial	5.99
51	Ingeniero Electrónico	5.99
50	Ingeniero Industrial	5.99
48	Ingeniero Industrial	5.99
48	Ingeniero Industrial	5.99
54	Ingeniero Naval	5.98
53	Ingeniero Industrial	5.98
51	Ingeniero Electrónico	5.98
48	Ingeniero Industrial	5.98
47	Ingeniero Industrial	5.98
47	Ingeniero Industrial	5.98
55	Ingeniero en Petróleo	5.97
55	Ingeniero Industrial	5.97
55	Ingeniero Industrial	5.97
55	Ingeniero Industrial	5.97
54	Ingeniero Mecánico	5.97
54	Ingeniero en Petróleo	5.97
54	Ingeniero en Informática	5.97
53	Ingeniero en Informática	5.97
53	Ingeniero Industrial	5.97
51	Ingeniero Químico	5.97
51	Ingeniero Industrial	5.97
50	Lic.en Administración y Sistemas	5.97
49	Lic.en Administración y Sistemas	5.97
55	Ingeniero Químico	5.96
55	Ingeniero Industrial	5.96
54	Ingeniero Industrial	5.96
52	Lic.en Administración y Sistemas	5.96
49	Ingeniero en Informática	5.96
48	Ingeniero Mecánico	5.96
48	Ingeniero Industrial	5.96
47	Ingeniero Industrial	5.96
53	Ingeniero Industrial	5.95
52	Ingeniero Industrial	5.95
50	Ingeniero Industrial	5.95
49	Ingeniero Industrial	5.95
49	Ingeniero en Informática	5.95
48	Ingeniero Industrial	5.95
54	Ingeniero Industrial	5.94
54	Ingeniero Naval	5.94
51	Ingeniero en Informática	5.94
51	Ingeniero Industrial	5.94
49	Ingeniero Industrial	5.94
54	Ingeniero Mecánico	5.93
54	Lic.en Administración y Sistemas	5.93
53	Ingeniero Industrial	5.93
52	Ingeniero Mecánico	5.93
51	Ingeniero Industrial	5.93
51	Ingeniero Mecánico	5.93
50	Ingeniero Mecánico	5.93
50	Ingeniero Mecánico	5.93
50	Ingeniero Mecánico	5.93
49	Ingeniero en Informática	5.93
47	Ingeniero Industrial	5.93
51	Ingeniero Químico	5.92
51	Ingeniero Industrial	5.92
51	Ingeniero Químico	5.92
51	Ingeniero Electrónico	5.92
50	Ingeniero Industrial	5.92
48	Ingeniero Industrial	5.92
48	Ingeniero Industrial	5.92
47	Ingeniero Industrial	5.92
55	Ingeniero Químico	5.91
55	Ingeniero en Petróleo	5.91
55	Ingeniero Químico	5.91
54	Ingeniero Industrial	5.91
53	Lic.en Administración y Sistemas	5.91
53	Ingeniero Industrial	5.91
53	Lic.en Administración y Sistemas	5.91
51	Lic.en Administración y Sistemas	5.91
50	Ingeniero Químico	5.91
47	Ingeniero en Petróleo	5.91
55	Ingeniero Químico	5.9
54	Lic.en Administración y Sistemas	5.9
53	Ingeniero Mecánico	5.9
52	Ingeniero Industrial	5.9
51	Ingeniero en Petróleo	5.9
51	Ingeniero Industrial	5.9
50	Ingeniero Industrial	5.9
50	Lic.en Administración y Sistemas	5.9
50	Lic.en Administración y Sistemas	5.9
49	Ingeniero Industrial	5.9
47	Ingeniero Mecánico	5.9
54	Ingeniero Industrial	5.89
54	Ingeniero Industrial	5.89
53	Ingeniero Industrial	5.89
52	Ingeniero Industrial	5.89
52	Ingeniero Mecánico	5.89
51	Ingeniero Industrial	5.89
51	Ingeniero Industrial	5.89
49	Ingeniero en Petróleo	5.89
53	Lic.en Administración y Sistemas	5.88
52	Ingeniero Electrónico	5.88
52	Ingeniero en Informática	5.88
52	Ingeniero Industrial	5.88
52	Ingeniero Industrial	5.88
51	Ingeniero Industrial	5.88
50	Ingeniero Industrial	5.88
50	Ingeniero Industrial	5.88
49	Ingeniero Industrial	5.88
48	Ingeniero Industrial	5.88
48	Ingeniero Naval	5.88
55	Bioingeniero	5.87
55	Ingeniero en Informática	5.87
55	Ingeniero Industrial	5.87
55	Ingeniero Industrial	5.87
54	Ingeniero Industrial	5.87
54	Ingeniero en Petróleo	5.87
53	Ingeniero Industrial	5.87
52	Ingeniero Mecánico	5.87
51	Lic.en Administración y Sistemas	5.87
51	Ingeniero Mecánico	5.87
50	Ingeniero en Informática	5.87
48	Ingeniero Industrial	5.87
47	Ingeniero Industrial	5.87
55	Lic.en Administración y Sistemas	5.86
55	Ingeniero Industrial	5.86
54	Ingeniero Industrial	5.86
51	Ingeniero Industrial	5.86
51	Ingeniero Electrónico	5.86
50	Ingeniero Industrial	5.86
49	Ingeniero Industrial	5.86
49	Ingeniero Industrial	5.86
49	Ingeniero Químico	5.86
48	Ingeniero Industrial	5.86
48	Ingeniero Industrial	5.86
47	Ingeniero en Petróleo	5.86
47	Ingeniero Industrial	5.86
55	Ingeniero Industrial	5.85
55	Ingeniero Industrial	5.85
54	Ingeniero en Informática	5.85
51	Ingeniero Mecánico	5.85
51	Ingeniero Mecánico	5.85
51	Ingeniero Industrial	5.85
51	Ingeniero Mecánico	5.85
50	Ingeniero Industrial	5.85
50	Ingeniero Industrial	5.85
49	Ingeniero Industrial	5.85
49	Ingeniero Industrial	5.85
49	Ingeniero Industrial	5.85
48	Ingeniero Industrial	5.85
55	Ingeniero Mecánico	5.84
54	Ingeniero Industrial	5.84
53	Ingeniero Industrial	5.84
52	Ingeniero en Petróleo	5.84
52	Ingeniero Industrial	5.84
51	Ingeniero Industrial	5.84
50	Ingeniero Industrial	5.84
50	Ingeniero Industrial	5.84
48	Ingeniero Electrónico	5.84
55	Ingeniero Industrial	5.83
55	Ingeniero Industrial	5.83
54	Ingeniero Mecánico	5.83
53	Ingeniero Industrial	5.83
52	Ingeniero Mecánico	5.83
51	Ingeniero Electrónico	5.83
51	Ingeniero Industrial	5.83
49	Ingeniero Industrial	5.83
49	Ingeniero Industrial	5.83
48	Ingeniero Industrial	5.83
55	Ingeniero Industrial	5.82
54	Ingeniero Químico	5.82
53	Ingeniero Industrial	5.82
52	Ingeniero Industrial	5.82
51	Ingeniero Industrial	5.82
50	Ingeniero Industrial	5.82
49	Ingeniero Industrial	5.82
55	Bioingeniero	5.81
54	Ingeniero en Petróleo	5.81
54	Ingeniero Industrial	5.81
53	Ingeniero Industrial	5.81
53	Ingeniero en Petróleo	5.81
53	Ingeniero Mecánico	5.81
50	Ingeniero Electrónico	5.81
49	Ingeniero Industrial	5.81
49	Ingeniero en Informática	5.81
48	Ingeniero Industrial	5.81
55	Ingeniero Industrial	5.8
55	Ingeniero Mecánico	5.8
54	Ingeniero en Informática	5.8
54	Ingeniero Electrónico	5.8
53	Ingeniero Industrial	5.8
53	Ingeniero Industrial	5.8
52	Ingeniero Mecánico	5.8
51	Ingeniero Industrial	5.8
50	Ingeniero Industrial	5.8
49	Ingeniero Industrial	5.8
49	Ingeniero Industrial	5.8
49	Lic.en Administración y Sistemas	5.8
48	Ingeniero Industrial	5.8
47	Lic.en Administración y Sistemas	5.8
54	Ingeniero Industrial	5.79
53	Ingeniero Industrial	5.79
50	Ingeniero Industrial	5.79
50	Lic.en Administración y Sistemas	5.79
50	Ingeniero Industrial	5.79
48	Ingeniero Industrial	5.79
47	Ingeniero Industrial	5.79
52	Lic.en Administración y Sistemas	5.78
50	Ingeniero Mecánico	5.78
50	Ingeniero en Petróleo	5.78
49	Ingeniero Industrial	5.78
48	Ingeniero Químico	5.78
54	Ingeniero Industrial	5.77
54	Ingeniero Químico	5.77
53	Ingeniero Industrial	5.77
52	Ingeniero Químico	5.77
51	Ingeniero Químico	5.77
51	Ingeniero Industrial	5.77
51	Lic.en Administración y Sistemas	5.77
48	Lic.en Administración y Sistemas	5.77
55	Ingeniero en Informática	5.76
54	Ingeniero Industrial	5.76
54	Lic.en Administración y Sistemas	5.76
53	Lic.en Administración y Sistemas	5.76
51	Ingeniero Industrial	5.76
51	Ingeniero Industrial	5.76
51	Ingeniero Industrial	5.76
51	Ingeniero Electrónico	5.76
50	Lic.en Administración y Sistemas	5.76
48	Ingeniero Industrial	5.76
47	Ingeniero Industrial	5.76
47	Ingeniero Químico	5.76
55	Ingeniero Industrial	5.75
54	Ingeniero en Petróleo	5.75
52	Ingeniero Mecánico	5.75
51	Ingeniero Industrial	5.75
50	Ingeniero Industrial	5.75
50	Ingeniero Industrial	5.75
55	Ingeniero Industrial	5.74
55	Ingeniero Industrial	5.74
55	Ingeniero Mecánico	5.74
54	Ingeniero Industrial	5.74
54	Lic.en Administración y Sistemas	5.74
53	Ingeniero Mecánico	5.74
52	Ingeniero Electricista	5.74
52	Ingeniero Industrial	5.74
51	Lic.en Administración y Sistemas	5.74
49	Ingeniero Industrial	5.74
49	Ingeniero Industrial	5.74
47	Ingeniero Mecánico	5.74
54	Ingeniero Mecánico	5.73
54	Lic.en Administración y Sistemas	5.73
53	Ingeniero Químico	5.73
53	Ingeniero Industrial	5.73
53	Ingeniero Mecánico	5.73
53	Ingeniero en Petróleo	5.73
51	Ingeniero Industrial	5.73
50	Ingeniero Industrial	5.73
48	Ingeniero Industrial	5.73
55	Ingeniero Industrial	5.72
52	Lic.en Administración y Sistemas	5.72
51	Ingeniero Industrial	5.72
50	Ingeniero en Petróleo	5.72
50	Ingeniero Industrial	5.72
49	Ingeniero Industrial	5.72
48	Ingeniero Industrial	5.72
47	Ingeniero Industrial	5.72
55	Ingeniero Industrial	5.71
50	Ingeniero Industrial	5.71
49	Ingeniero Industrial	5.71
48	Ingeniero Industrial	5.71
48	Ingeniero Industrial	5.71
48	Ingeniero en Petróleo	5.71
53	Ingeniero Químico	5.7
53	Ingeniero Industrial	5.7
51	Ingeniero Industrial	5.7
51	Ingeniero Industrial	5.7
49	Ingeniero Industrial	5.7
49	Ingeniero en Petróleo	5.7
49	Ingeniero Industrial	5.7
48	Ingeniero Industrial	5.7
48	Ingeniero Industrial	5.7
55	Ingeniero Industrial	5.69
53	Lic.en Administración y Sistemas	5.69
51	Ingeniero en Petróleo	5.69
51	Ingeniero Industrial	5.69
50	Ingeniero Industrial	5.69
48	Ingeniero en Petróleo	5.69
48	Ingeniero Industrial	5.69
55	Ingeniero Químico	5.68
53	Lic.en Administración y Sistemas	5.68
50	Ingeniero Mecánico	5.68
50	Ingeniero Industrial	5.68
48	Ingeniero Industrial	5.68
55	Ingeniero Electrónico	5.67
55	Lic.en Administración y Sistemas	5.67
53	Ingeniero Industrial	5.67
51	Ingeniero Industrial	5.67
50	Ingeniero Industrial	5.67
49	Ingeniero Industrial	5.67
48	Ingeniero Industrial	5.67
47	Ingeniero en Petróleo	5.67
55	Ingeniero Industrial	5.66
54	Ingeniero Industrial	5.66
47	Ingeniero Mecánico	5.66
53	Ingeniero Industrial	5.65
52	Ingeniero Mecánico	5.65
52	Lic.en Administración y Sistemas	5.65
50	Ingeniero en Informática	5.65
48	Ingeniero Industrial	5.65
48	Ingeniero Mecánico	5.65
49	Ingeniero Industrial	5.64
49	Ingeniero en Petróleo	5.64
48	Ingeniero Industrial	5.64
48	Ingeniero Industrial	5.64
48	Ingeniero Industrial	5.64
51	Ingeniero Industrial	5.63
50	Ingeniero Industrial	5.63
54	Ingeniero Industrial	5.62
53	Ingeniero Industrial	5.62
51	Lic.en Administración y Sistemas	5.62
50	Ingeniero Industrial	5.62
49	Ingeniero Industrial	5.62
48	Ingeniero Industrial	5.62
48	Ingeniero Industrial	5.62
54	Lic.en Administración y Sistemas	5.61
54	Ingeniero Mecánico	5.61
53	Ingeniero Industrial	5.61
52	Ingeniero Industrial	5.61
50	Ingeniero Mecánico	5.61
48	Ingeniero Mecánico	5.61
47	Ingeniero Industrial	5.61
47	Ingeniero Industrial	5.61
55	Ingeniero en Petróleo	5.6
54	Ingeniero Industrial	5.6
51	Ingeniero Mecánico	5.6
50	Ingeniero Industrial	5.6
50	Ingeniero Mecánico	5.6
50	Lic.en Administración y Sistemas	5.6
49	Ingeniero Industrial	5.6
48	Ingeniero Industrial	5.6
47	Ingeniero Mecánico	5.6
52	Ingeniero Industrial	5.59
51	Ingeniero en Petróleo	5.59
49	Ingeniero Electrónico	5.59
49	Ingeniero Industrial	5.59
47	Ingeniero Industrial	5.59
47	Ingeniero Industrial	5.59
53	Ingeniero Industrial	5.58
50	Ingeniero Mecánico	5.58
49	Ingeniero Industrial	5.58
47	Ingeniero Electrónico	5.58
55	Ingeniero Mecánico	5.57
53	Ingeniero Industrial	5.57
53	Ingeniero en Petróleo	5.57
50	Ingeniero Industrial	5.57
48	Ingeniero en Petróleo	5.57
50	Ingeniero Industrial	5.56
50	Lic.en Administración y Sistemas	5.56
48	Ingeniero Industrial	5.56
54	Ingeniero en Petróleo	5.55
51	Ingeniero Químico	5.55
50	Ingeniero Industrial	5.55
49	Ingeniero Industrial	5.55
48	Ingeniero Industrial	5.55
53	Ingeniero Industrial	5.54
51	Ingeniero Industrial	5.54
48	Ingeniero Industrial	5.54
47	Ingeniero Electrónico	5.54
53	Ingeniero Químico	5.53
53	Ingeniero en Petróleo	5.53
52	Ingeniero Industrial	5.53
51	Ingeniero Industrial	5.53
55	Ingeniero Industrial	5.52
50	Ingeniero Industrial	5.52
50	Ingeniero Electrónico	5.52
55	Lic.en Administración y Sistemas	5.51
55	Ingeniero en Petróleo	5.51
54	Ingeniero en Informática	5.51
52	Ingeniero Industrial	5.51
50	Ingeniero Industrial	5.51
49	Ingeniero Industrial	5.51
48	Ingeniero Mecánico	5.51
55	Ingeniero Industrial	5.5
54	Ingeniero Electrónico	5.5
52	Ingeniero Industrial	5.5
52	Ingeniero Industrial	5.5
49	Ingeniero Industrial	5.5
53	Ingeniero Industrial	5.49
48	Lic.en Administración y Sistemas	5.49
48	Ingeniero Industrial	5.49
47	Ingeniero Industrial	5.49
54	Lic.en Administración y Sistemas	5.48
53	Ingeniero Industrial	5.48
51	Ingeniero Industrial	5.48
50	Ingeniero Industrial	5.48
50	Ingeniero Electrónico	5.48
50	Ingeniero Electrónico	5.48
49	Ingeniero Industrial	5.48
49	Ingeniero Químico	5.48
51	Ingeniero Mecánico	5.47
51	Ingeniero Industrial	5.47
51	Ingeniero Industrial	5.47
48	Ingeniero Industrial	5.47
48	Ingeniero Industrial	5.47
48	Lic.en Administración y Sistemas	5.47
54	Ingeniero en Informática	5.46
53	Lic.en Administración y Sistemas	5.46
52	Ingeniero en Petróleo	5.46
51	Ingeniero Mecánico	5.46
49	Ingeniero Industrial	5.46
48	Ingeniero Industrial	5.46
53	Ingeniero Industrial	5.45
51	Ingeniero Industrial	5.45
51	Ingeniero Industrial	5.45
50	Ingeniero Mecánico	5.45
48	Ingeniero Industrial	5.45
53	Ingeniero Industrial	5.44
53	Ingeniero Industrial	5.44
51	Ingeniero Mecánico	5.44
50	Ingeniero Industrial	5.44
48	Ingeniero Industrial	5.44
48	Ingeniero Electrónico	5.44
48	Ingeniero Industrial	5.44
52	Ingeniero Industrial	5.43
51	Ingeniero en Petróleo	5.43
49	Ingeniero Electrónico	5.43
54	Ingeniero Industrial	5.42
52	Ingeniero en Petróleo	5.42
52	Ingeniero Industrial	5.42
54	Ingeniero Industrial	5.41
51	Ingeniero Industrial	5.41
51	Ingeniero Industrial	5.41
50	Ingeniero Industrial	5.41
50	Ingeniero en Informática	5.41
48	Ingeniero Industrial	5.41
48	Ingeniero Mecánico	5.41
54	Ingeniero Naval	5.4
51	Ingeniero Industrial	5.4
51	Ingeniero Industrial	5.4
50	Ingeniero Industrial	5.4
50	Ingeniero Industrial	5.4
48	Ingeniero Industrial	5.4
48	Ingeniero Industrial	5.4
54	Ingeniero Industrial	5.39
53	Ingeniero en Informática	5.39
51	Lic.en Administración y Sistemas	5.39
51	Ingeniero en Informática	5.39
54	Ingeniero Industrial	5.38
52	Ingeniero Electrónico	5.38
50	Ingeniero Mecánico	5.38
54	Ingeniero Industrial	5.37
51	Ingeniero Industrial	5.37
50	Ingeniero Industrial	5.37
48	Ingeniero Electrónico	5.37
53	Ingeniero Industrial	5.36
50	Lic.en Administración y Sistemas	5.36
49	Ingeniero Industrial	5.36
48	Ingeniero Industrial	5.36
55	Ingeniero Industrial	5.35
54	Ingeniero en Informática	5.35
51	Ingeniero Industrial	5.35
47	Ingeniero Industrial	5.35
55	Ingeniero Industrial	5.34
53	Lic.en Administración y Sistemas	5.34
48	Ingeniero Industrial	5.34
55	Ingeniero Electrónico	5.33
55	Ingeniero Industrial	5.33
54	Ingeniero Industrial	5.33
52	Ingeniero Industrial	5.33
51	Ingeniero Industrial	5.33
51	Ingeniero Mecánico	5.33
47	Ingeniero Industrial	5.33
54	Ingeniero Mecánico	5.32
54	Ingeniero Químico	5.32
51	Ingeniero Electrónico	5.32
51	Ingeniero Industrial	5.32
48	Ingeniero Industrial	5.32
55	Ingeniero Industrial	5.31
55	Ingeniero en Petróleo	5.31
54	Lic.en Administración y Sistemas	5.31
51	Ingeniero Mecánico	5.31
49	Ingeniero Industrial	5.31
53	Ingeniero Industrial	5.3
50	Ingeniero Industrial	5.3
50	Ingeniero Industrial	5.3
50	Ingeniero Mecánico	5.3
49	Lic.en Administración y Sistemas	5.3
49	Ingeniero Industrial	5.3
48	Ingeniero Industrial	5.3
47	Ingeniero Industrial	5.3
55	Ingeniero Industrial	5.29
50	Ingeniero Industrial	5.29
51	Ingeniero Mecánico	5.28
48	Lic.en Administración y Sistemas	5.28
55	Ingeniero Industrial	5.27
53	Ingeniero Industrial	5.27
53	Ingeniero Industrial	5.27
50	Ingeniero en Petróleo	5.26
48	Ingeniero Mecánico	5.26
53	Ingeniero Industrial	5.25
52	Ingeniero Industrial	5.25
54	Ingeniero Industrial	5.23
50	Ingeniero Industrial	5.23
55	Ingeniero Químico	5.22
55	Ingeniero Mecánico	5.22
53	Ingeniero Industrial	5.22
48	Ingeniero Industrial	5.22
55	Ingeniero Industrial	5.21
53	Ingeniero Industrial	5.21
51	Lic.en Administración y Sistemas	5.21
54	Ingeniero Industrial	5.2
51	Ingeniero Mecánico	5.2
50	Ingeniero Electrónico	5.2
55	Ingeniero Industrial	5.19
53	Ingeniero Industrial	5.19
48	Ingeniero Electrónico	5.19
52	Ingeniero en Petróleo	5.17
51	Ingeniero Industrial	5.17
51	Ingeniero Mecánico	5.17
51	Ingeniero Industrial	5.17
55	Ingeniero Industrial	5.16
51	Ingeniero Industrial	5.16
49	Ingeniero Mecánico	5.16
54	Ingeniero Industrial	5.15
51	Lic.en Administración y Sistemas	5.15
48	Ingeniero Industrial	5.15
52	Ingeniero Industrial	5.14
53	Lic.en Administración y Sistemas	5.13
48	Ingeniero Industrial	5.13
54	Ingeniero Industrial	5.11
55	Ingeniero Industrial	5.1
54	Ingeniero Industrial	5.1
53	Ingeniero en Petróleo	5.09
49	Ingeniero Industrial	5.09
47	Ingeniero Industrial	5.09
52	Ingeniero Industrial	5.08
55	Ingeniero Industrial	5.07
54	Ingeniero Industrial	5.07
53	Ingeniero Industrial	5.07
53	Ingeniero Industrial	5.07
50	Ingeniero Industrial	5.07
54	Ingeniero Industrial	5.06
53	Ingeniero en Petróleo	5.06
51	Ingeniero Industrial	5.05
49	Ingeniero Industrial	5.04
53	Lic.en Administración y Sistemas	5.03
48	Ingeniero Electrónico	5.03
55	Ingeniero Industrial	5
52	Ingeniero Industrial	5
51	Ingeniero Electrónico	5
49	Ingeniero Industrial	4.97
54	Ingeniero Industrial	4.96
48	Ingeniero Industrial	4.96
53	Ingeniero Industrial	4.94
48	Ingeniero Industrial	4.92
52	Ingeniero Industrial	4.9
51	Ingeniero en Petróleo	4.9
50	Ingeniero Industrial	4.88
54	Ingeniero Industrial	4.84
51	Ingeniero Electrónico	4.81
54	Ingeniero Industrial	4.69
50	Ingeniero Industrial	4.69
48	Ingeniero Industrial	4.66
