Title	Source	Date	Category	Group
Santiago del Estero: 3 años de prisión en suspenso a un hombre que generó una ola de contagios	La Nueva	Thu, 24 Sep 2020 15:37:55 GMT	Argentina	83
Coronavirus: juicio abreviado para el "caso 41" de Santiago del Estero | Luis Avila fue condenado a tres...	Página 12	Thu, 24 Sep 2020 15:37:55 GMT	Argentina	83
Restringen la circulación en Alta Gracia por suba de casos	Cadena 3	Wed, 23 Sep 2020 17:37:00 GMT	Argentina	84
Alta Gracia restringe actividades y retrocede parcialmente de fase como le aconsejó el COE	La Voz del Interior	Wed, 23 Sep 2020 17:37:00 GMT	Argentina	84
Una camioneta perdió un pallet y mató a una mujer en Acceso Este	MDZ Online	Thu, 24 Sep 2020 18:19:00 GMT	Argentina	85
Acceso Este: una motociclista murió tras chocar con una camioneta	Diario El Sol Mendoza	Thu, 24 Sep 2020 18:19:00 GMT	Argentina	85
Lacalle Pou pide en la ONU enfrentar la pandemia en un "entorno pacífico"	infobae	Wed, 23 Sep 2020 15:01:39 GMT	Argentina	86
Sorprendente: ¿sabés cuánto sale vivir en Uruguay?	MDZ Online	Wed, 23 Sep 2020 15:01:39 GMT	Argentina	86
El viceministro de Turismo de Uruguay: "Gradualmente podemos tener una temporada normal"	Perfil.com	Wed, 23 Sep 2020 15:01:39 GMT	Argentina	86
Uruguay no abriría sus fronteras con Argentina en el verano: "Es una decisión difícil"	MDZ Online	Wed, 23 Sep 2020 15:01:39 GMT	Argentina	86
Luis Lacalle Pou reconoció que está en duda la apertura de fronteras con Argentina y Brasil para el verano	Perfil.com	Wed, 23 Sep 2020 15:01:39 GMT	Argentina	86
Peor día de coronavirus en Córdoba: 11 muertos y 1.431 casos	Cadena 3	Thu, 24 Sep 2020 00:31:16 GMT	Argentina	87
Covid-19 en Córdoba: 1.415 positivos y 11 muertes, récord en pandemia	La Voz del Interior	Thu, 24 Sep 2020 00:31:16 GMT	Argentina	87
Covid-19 en Córdoba: 1.431 positivos y 11 muertes, récord en pandemia	La Voz del Interior	Thu, 24 Sep 2020 00:31:16 GMT	Argentina	87
Causa D'Alessio: Ramos Padilla citó a indagatoria a Arribas y Majdalani	infobae	Thu, 24 Sep 2020 13:16:13 GMT	Argentina	88
Ramos Padilla procesó al máximo responsable del espionaje ilegal macrista en Buenos Aires | Se trata del...	Página 12	Thu, 24 Sep 2020 13:16:13 GMT	Argentina	88
Caso D'Alessio: citan a indagatoria a Arribas y Majdalani	ámbito.com	Thu, 24 Sep 2020 13:16:13 GMT	Argentina	88
Gustavo Arribas y Silvia Majdalani, a indagatoria por supuesto espionaje en las elecciones de 2017	Perfil.com	Thu, 24 Sep 2020 13:16:13 GMT	Argentina	88
Espionaje ilegal: ¿Qué es el Proyecto AMBA y a quiénes \"fichó\"?	ámbito.com	Thu, 24 Sep 2020 13:16:13 GMT	Argentina	88
Presentaron un nuevo test rápido para detectar coronavirus en 15 minutos	Télam	Wed, 23 Sep 2020 20:30:22 GMT	Argentina	89
COVID-19: el Ministro de Salud presentó un test de antígenos que permite tener un resultado en 15 minutos	infobae	Wed, 23 Sep 2020 20:30:22 GMT	Argentina	89
Cuáles son las ventajas del nuevo test de antígenos	Cadena 3	Wed, 23 Sep 2020 20:30:22 GMT	Argentina	89
Ginés presentó test rápido para detectar coronavirus en 20 minutos	ámbito.com	Wed, 23 Sep 2020 20:30:22 GMT	Argentina	89
González García y Gollan presentaron un nuevo test rápido para detectar Covid-19 en 15 minutos	Todo Noticias	Wed, 23 Sep 2020 20:30:22 GMT	Argentina	89
Video: así despidieron los restos de la enfermera de Regina fallecida	Diario Río Negro	Thu, 24 Sep 2020 16:11:00 GMT	Argentina	90
"Tuve que dejar que se prenda y perdí todo": el drama de un hombre que vio cómo las llamas devoraban su cabaña	Clarín	Wed, 23 Sep 2020 23:30:00 GMT	Argentina	91
Damián De Santo habló sobre el incendio en Villa Giardino: Nos salvó uno de los aviones hidrantes	LA NACION	Wed, 23 Sep 2020 23:30:00 GMT	Argentina	91
Incendios en Córdoba: la desesperación del actor Damián de Santo	Todo Noticias	Wed, 23 Sep 2020 23:30:00 GMT	Argentina	91
"ES EL FIN DEL MUNDO": El lamento de Damián de Santo tras salvar su casa de los incendios en Córdoba	Todo Noticias	Wed, 23 Sep 2020 23:30:00 GMT	Argentina	91
Otro día marcado a fuego en las Sierras de Córdoba	La Voz del Interior	Wed, 23 Sep 2020 23:30:00 GMT	Argentina	91
El Gobierno lanzó un plan de 36 cuotas para comprar electrodomésticos	FILO	Wed, 23 Sep 2020 12:48:40 GMT	Argentina	92
Créditos para comprar y producir | Con una tasa del 15 por ciento y 36 cuotas	Página 12	Wed, 23 Sep 2020 12:48:40 GMT	Argentina	92
El Gobierno anunció financiamiento para empresas y consumo	ámbito.com	Wed, 23 Sep 2020 12:48:40 GMT	Argentina	92
Los detalles y productos del plan de 36 cuotas para la compra de electrodomésticos	Radio Mitre	Wed, 23 Sep 2020 12:48:40 GMT	Argentina	92
Ahora 36: ¿cuáles son los electrodomésticos que se pueden comprar?	Minutouno.com	Wed, 23 Sep 2020 12:48:40 GMT	Argentina	92
Con dos "caravanazos" el SUTE arranca su campaña contra la nueva ley	MDZ Online	Wed, 23 Sep 2020 20:25:43 GMT	Argentina	93
Para Thomas, la futura ley es necesaria y todos pueden hacer aportes	MDZ Online	Wed, 23 Sep 2020 20:25:43 GMT	Argentina	93
Qué puntos de la ley de educación son los que generan el rechazo de los maestros	MDZ Online	Wed, 23 Sep 2020 20:25:43 GMT	Argentina	93
Suarez impulsa la nueva Ley de Educación en un congreso	Diario El Sol Mendoza	Wed, 23 Sep 2020 20:25:43 GMT	Argentina	93
Ley de Educación: este es el sitio web para hacer aportes	Diario El Sol Mendoza	Wed, 23 Sep 2020 20:25:43 GMT	Argentina	93
Canosa no se bancó la "interpelación k" de su panelista y terminó arriba de la mesa: sus "perlitas" en pandemia	BigBang	Thu, 24 Sep 2020 12:00:00 GMT	Argentina	94
Viviana Canosa se trepó a la mesa y arremetió contra Guzmán	Cadena 3	Thu, 24 Sep 2020 12:00:00 GMT	Argentina	94
Sarasa: Viviana Canosa se trepó a la mesa del programa y descargó su furia contra Martín Guzmán	LA NACION	Thu, 24 Sep 2020 12:00:00 GMT	Argentina	94
¡Sacada! Así reaccionó Viviana Canosa tras el blooper de Martín Guzmán	MDZ Online	Thu, 24 Sep 2020 12:00:00 GMT	Argentina	94
Sentada sobre la mesa del estudio de tv, Viviana Canosa descargó su enojo contra Martín Guzmán	Los Andes (Mendoza)	Thu, 24 Sep 2020 12:00:00 GMT	Argentina	94
Detuvieron a un profesor de la Universidad Nacional de Córdoba por cobrarles a estudiantes para aprobar materias	infobae	Thu, 24 Sep 2020 10:44:05 GMT	Argentina	95
Odontología: piden que se juzgue por asociación ilícita	Cadena 3	Thu, 24 Sep 2020 10:44:05 GMT	Argentina	95
Córdoba: detienen a un profesor denunciado por cobrar para aprobar a los estudiantes | El escándalo lleg...	Página 12	Thu, 24 Sep 2020 10:44:05 GMT	Argentina	95
Un profesor de Odontología les cobraba entre $30 y $40 mil a los alumnos para aprobarlos	TN - Todo Noticias	Thu, 24 Sep 2020 10:44:05 GMT	Argentina	95
Escándalo en Odontología: detuvieron al profesor acusado de cobrarles a sus alumnos e imputaron a la decana	La Voz del Interior	Thu, 24 Sep 2020 10:44:05 GMT	Argentina	95
Se hacía pasar por músico profesional pero vendía drogas en su casa y las repartía en taxi	Clarín	Thu, 24 Sep 2020 11:06:35 GMT	Argentina	96
Músico y delivery de cocaína: el curioso método de entrega de Diego, el dealer de La Paternal que escondía la droga en su guitarra	infobae	Thu, 24 Sep 2020 11:06:35 GMT	Argentina	96
Cae narcoguitarrista en La Paternal: llevaba cocaína en el estuche	Crónica 	Thu, 24 Sep 2020 11:06:35 GMT	Argentina	96
Paternal: detienen a un músico que vendía drogas en su casa y hacía delivery en taxi	ámbito.com	Thu, 24 Sep 2020 11:06:35 GMT	Argentina	96
No tenía amor al arte: simulaba ser músico en las plazas, pero vendía droga	MDZ Online	Thu, 24 Sep 2020 11:06:35 GMT	Argentina	96
Se dispararon los contagios en Córdoba: 1.145 nuevos positivos y nueve fallecimientos este martes	La Voz del Interior	Wed, 23 Sep 2020 02:33:00 GMT	Argentina	97
Las llamas tuvieron en vilo al Observatorio de Bosque Alegre	La Voz del Interior	Wed, 23 Sep 2020 18:40:00 GMT	Argentina	98
Marcelo Longobardi: Obviamente que si tenés dólares en los bancos tenés que estar preocupado	LA NACION	Wed, 23 Sep 2020 23:33:07 GMT	Argentina	99
Marcelo Longobardi: "Si tenés dólares en los bancos tenés que..."	MDZ Online	Wed, 23 Sep 2020 23:33:07 GMT	Argentina	99
Longobardi: "Si tenés dólares en los bancos tenés que estar preocupado"	MDZ Online	Wed, 23 Sep 2020 23:33:07 GMT	Argentina	99
El nuevo mapa de Argentina: límites marítimos extendidos y Tierra del Fuego en el centro	FILO	Wed, 23 Sep 2020 14:55:17 GMT	Argentina	100
El gobierno de Chile rechazó el nuevo mapa oficial de Argentina	Clarín	Wed, 23 Sep 2020 14:55:17 GMT	Argentina	100
Tensión: Chile rechazó el nuevo mapa de Argentina	El Destape	Wed, 23 Sep 2020 14:55:17 GMT	Argentina	100
Cómo es el nuevo mapa de Argentina con Tierra del Fuego en el centro	Radio Mitre	Wed, 23 Sep 2020 14:55:17 GMT	Argentina	100
El nuevo mapa de la Argentina: con la incorporación de la Antártida, el país pasa a ser bicontinental	TN - Todo Noticias	Wed, 23 Sep 2020 14:55:17 GMT	Argentina	100
Compró una computadora de $140 mil por internet y le llegó una botella de licor	FILO	Wed, 23 Sep 2020 21:45:00 GMT	Argentina	101
Compró una notebook y le enviaron una botella: cómo evitar las estafas online en Mercado Libre	Clarín	Wed, 23 Sep 2020 21:45:00 GMT	Argentina	101
Estafa online: compró una computadora y en su lugar le enviaron una botella de licor	LA NACION	Wed, 23 Sep 2020 21:45:00 GMT	Argentina	101
Compró una computadora por Mercado Libre y le enviaron una botella de licor | La operación fue por 140 m...	Página 12	Wed, 23 Sep 2020 21:45:00 GMT	Argentina	101
Impresionante robo de una compra de Mercado Libre: pidió una Mac, le trajeron un licor	El Destape	Wed, 23 Sep 2020 21:45:00 GMT	Argentina	101
El peor mes de Alberto Fernández: cómo cayó su imagen, provincia por provincia	Clarín	Wed, 23 Sep 2020 19:12:05 GMT	Argentina	102
Alberto cargó contra la inequidad en la Ciudad: “Siento vergüenza”	El Destape	Wed, 23 Sep 2020 19:12:05 GMT	Argentina	102
La Ciudad y los enemigos de cabotaje	Perfil.com	Wed, 23 Sep 2020 19:12:05 GMT	Argentina	102
ANMAT prohibió la venta de un aceite de girasol	Cadena 3	Wed, 23 Sep 2020 12:39:00 GMT	Argentina	103
La Anmat prohibió un aceite de girasol | Al considerarlo un "producto ilegal"	Página 12	Wed, 23 Sep 2020 12:39:00 GMT	Argentina	103
La ANMAT prohibió una marca de aceite de girasol en nuestro país	Diario El Dia	Wed, 23 Sep 2020 12:39:00 GMT	Argentina	103
La ANMAT prohibió la venta de un aceite de girasol por tratarse de un producto ilegal	Misiones OnLine	Wed, 23 Sep 2020 12:39:00 GMT	Argentina	103
La ANMAT prohibió la venta de un aceite de girasol	TN - Todo Noticias	Wed, 23 Sep 2020 12:39:00 GMT	Argentina	103
Jorge Lanata cuestionó el plan económico del Gobierno: Los números no cierran	LA NACION	Thu, 24 Sep 2020 13:12:27 GMT	Argentina	104
María O'Donnell: La confianza ganada por el arreglo de la deuda se dilapidó rápidamente	LA NACION	Thu, 24 Sep 2020 13:12:27 GMT	Argentina	104
Lanata se suma a los rumores que inquietan: "La pregunta es..."	MDZ Online	Thu, 24 Sep 2020 13:12:27 GMT	Argentina	104
La Unión Europea envió una misión diplomática a Venezuela para tratar un aplazamiento de las elecciones parlamentarias	infobae	Thu, 24 Sep 2020 15:52:50 GMT	Internacional	105
La UE manda una misión a Venezuela para negociar unas elecciones creíbles	EL PAÍS	Thu, 24 Sep 2020 15:52:50 GMT	Internacional	105
EEUU respondió al envío de la misión diplomática de la UE a Caracas: “No se negocia con alguien dispuesto a asesinar a miles de personas”	infobae	Thu, 24 Sep 2020 15:52:50 GMT	Internacional	105
Estados Unidos vuelve a chocar con la UE: ahora por Maduro	ámbito.com	Thu, 24 Sep 2020 15:52:50 GMT	Internacional	105
La popularidad de Jair Bolsonaro marca un nuevo récord y llega al 40% en plena pandemia	Clarín	Thu, 24 Sep 2020 18:49:00 GMT	Internacional	106
Popularidad récord: Bolsonaro alcanza la mayor aprobación de su mandato	LA NACION	Thu, 24 Sep 2020 18:49:00 GMT	Internacional	106
Bolsonaro afronta indemne la recesión y la crisis por el coronavirus: su aprobación subió al 40%	ámbito.com	Thu, 24 Sep 2020 18:49:00 GMT	Internacional	106
Continúan los discursos de líderes mundiales tras el choque entre EEUU y China	Télam	Thu, 24 Sep 2020 01:16:29 GMT	Internacional	107
Nicolás Maduro insistió en la ONU con que se llevarán adelante elecciones legislativas “transparentes” en Venezuela	infobae	Thu, 24 Sep 2020 01:16:29 GMT	Internacional	107
Juan Guaidó pidió a los países de la ONU que invoquen la responsabilidad de proteger en Venezuela	infobae	Thu, 24 Sep 2020 01:16:29 GMT	Internacional	107
Qué es la doctrina R2P y por qué es la última esperanza de la oposición venezolana	LA NACION	Thu, 24 Sep 2020 01:16:29 GMT	Internacional	107
Los torturadores han ganado en Venezuela	Diario Río Negro	Thu, 24 Sep 2020 01:16:29 GMT	Internacional	107
Renuncia bomba en el Vaticano: se va uno de los cardenales más poderosos	LA NACION	Thu, 24 Sep 2020 19:21:00 GMT	Internacional	108
La Unión Europea pidió medidas inmediatas para evitar confinamientos y un rebrote letal de coronavirus: “Es nuestra última oportunidad”	infobae	Thu, 24 Sep 2020 13:03:22 GMT	Internacional	109
La Unión Europea lanzó su reforma del sistema migratorio: más controles fronterizos y rápida deportación	infobae	Thu, 24 Sep 2020 13:03:22 GMT	Internacional	109
La UE lanza un controvertido plan para revisar las reglas migratorias	LA NACION	Thu, 24 Sep 2020 13:03:22 GMT	Internacional	109
Coronavirus en Europa: "momento decisivo" para evitar un nuevo pico	MDZ Online	Thu, 24 Sep 2020 13:03:22 GMT	Internacional	109
La Unión Europea llama a actuar "de inmediato" por el crecimiento de casos	MDZ Online	Thu, 24 Sep 2020 13:03:22 GMT	Internacional	109
Trump dijo que las elecciones presidenciales pueden terminar en la Corte Suprema	Télam	Thu, 24 Sep 2020 06:01:37 GMT	Internacional	110
Donald Trump y su particular estilo para elegir al nuevo juez de la Corte Suprema	Clarín	Thu, 24 Sep 2020 06:01:37 GMT	Internacional	110
La historia de Barbara Lagoa, la jueza cubanoestadonidense que Trump podría proponer para la Corte Suprema	infobae	Thu, 24 Sep 2020 06:01:37 GMT	Internacional	110
Abuchean a Donald Trump al visitar la Corte Suprema por las exequias de jueza Ginsburg	Crónica 	Thu, 24 Sep 2020 06:01:37 GMT	Internacional	110
Donald Trump recibió su mayor abucheo al rendirle homenaje a la jueza Ruth Bader Ginsburg	LA NACION	Thu, 24 Sep 2020 06:01:37 GMT	Internacional	110
Cientos de expertos en seguridad nacional expresaron su apoyo a la candidatura de Joe Biden	infobae	Thu, 24 Sep 2020 12:48:17 GMT	Internacional	111
Donald Trump y Joe Biden intensifican su campaña en Florida buscando desnivelar los sondeos	infobae	Thu, 24 Sep 2020 12:48:17 GMT	Internacional	111
Trump se negó a asegurar que entregará el poder si pierde las elecciones | Habló de un "fraude que están...	Página 12	Thu, 24 Sep 2020 12:48:17 GMT	Internacional	111
Donald Trump no se compromete a un traspaso pacífico del poder si pierde: Veremos qué pasa	LA NACION	Thu, 24 Sep 2020 12:48:17 GMT	Internacional	111
Amenaza de Trump a la democracia amenaza la economía	Perfil.com	Thu, 24 Sep 2020 12:48:17 GMT	Internacional	111
El presidente de Bielorrusia asumió su sexto mandato en secreto en medio de crisis política	Télam	Thu, 24 Sep 2020 10:37:26 GMT	Internacional	112
La Unión Europea anunció que no reconoce a Lukashenko como presidente de Bielorrusia	infobae	Thu, 24 Sep 2020 10:37:26 GMT	Internacional	112
Estados Unidos declaró que no reconoce a Alexandr Lukashenko como presidente de Bielorrusia	infobae	Thu, 24 Sep 2020 10:37:26 GMT	Internacional	112
A escondidas, Lukashenko asumió su sexto mandato en Bielorrusia	MDZ Online	Thu, 24 Sep 2020 10:37:26 GMT	Internacional	112
Bielorrusa: Lukashenko juró su sexto mandato pese a las presiones de la UE	ámbito.com	Thu, 24 Sep 2020 10:37:26 GMT	Internacional	112
Kentucky: dos policías heridos y 127 detenidos en una protesta antirracista	Télam	Thu, 24 Sep 2020 05:27:03 GMT	Internacional	113
Dos policías resultaron heridos de bala durante protestas en EEUU por el caso de Breonna Taylor	infobae	Thu, 24 Sep 2020 05:27:03 GMT	Internacional	113
HERIDOS de BALA dos POLICÍAS durante las protestas por la falta de imputados en la muerte de BREO...	El País	Thu, 24 Sep 2020 05:27:03 GMT	Internacional	113
Louisville alerta ante nuevos disturbios raciales	infobae	Thu, 24 Sep 2020 05:27:03 GMT	Internacional	113
Videos: disparan a 2 policías tras un polémico fallo en Estados Unidos	MDZ Online	Thu, 24 Sep 2020 05:27:03 GMT	Internacional	113
Madrid pide apoyo logístico "urgente" del Ejército y de médicos extracomunitarios	Télam	Wed, 23 Sep 2020 14:36:00 GMT	Internacional	114
Madrid solicita la intervención logística “urgente” del Ejército y la incorporación de 300 médicos extracomunitarios	EL PAÍS	Wed, 23 Sep 2020 14:36:00 GMT	Internacional	114
Coronavirus: Madrid pide apoyo urgente del Ejército y médicos extracomunitarios	LA NACION	Wed, 23 Sep 2020 14:36:00 GMT	Internacional	114
Coronavirus sin tregua: Madrid solicita apoyo del ejército para controlar la pandemia	ámbito.com	Wed, 23 Sep 2020 14:36:00 GMT	Internacional	114
Madrid pide apoyo al Ejército para frenar al coronavirus	LM Neuquén	Wed, 23 Sep 2020 14:36:00 GMT	Internacional	114
Coronavirus: una farmacéutica china asegura que podrá aplicar masivamente su vacuna a principios de 2021	Clarín	Thu, 24 Sep 2020 20:10:35 GMT	Internacional	115
Una vacuna china contra el coronavirus podría aplicarse masivamente a principios de 2021	Crónica 	Thu, 24 Sep 2020 20:10:35 GMT	Internacional	115
Aseguran que una vacuna china contra el COVID-19 podrá aplicarse masivamente a principios de 2021	La Nueva	Thu, 24 Sep 2020 20:10:35 GMT	Internacional	115
Coronavirus: las características de CoronaVac | Una farmacéutica china anuncia que su vacuna podría es...	Página 12	Thu, 24 Sep 2020 20:10:35 GMT	Internacional	115
Coronavirus: anuncian que podrían aplicar la vacuna china a principios de 2021 | Es CoronaVac, producida...	Página 12	Thu, 24 Sep 2020 20:10:35 GMT	Internacional	115
TikTok acude a la justicia de EEUU para impedir su prohibición en ese país	Télam	Thu, 24 Sep 2020 11:51:34 GMT	Internacional	116
El dueño de TikTok solicitó al régimen chino la aprobación de exportación de tecnología para el acuerdo con Oracle y Walmart	infobae	Thu, 24 Sep 2020 11:51:34 GMT	Internacional	116
Asesor de Casa Blanca Kudlow dice que acuerdo por TikTok está bajo un fuerte escrutinio	infobae	Thu, 24 Sep 2020 11:51:34 GMT	Internacional	116
TikTok recurre a la justicia de Estados Unidos para evitar su prohibición	EL PAÍS	Thu, 24 Sep 2020 11:51:34 GMT	Internacional	116
En China aseguran que el arreglo entre TikTok y Estados Unidos es extorsivo	Perfil.com	Thu, 24 Sep 2020 11:51:34 GMT	Internacional	116
Un extenso estudio genético muestra que el coronavirus está mutando y podría esquivar la inmunidad	infobae	Thu, 24 Sep 2020 15:34:00 GMT	Internacional	117
Revelan que el virus está mutando: podría ser más contagioso	Cadena 3	Thu, 24 Sep 2020 15:34:00 GMT	Internacional	117
Coronavirus: hallan en EEUU mutación que podría haberlo hecho más contagioso	ámbito.com	Thu, 24 Sep 2020 15:34:00 GMT	Internacional	117
Alarma: el coronavirus mutó y es más contagioso	DIARIO DE CUYO	Thu, 24 Sep 2020 15:34:00 GMT	Internacional	117
Estudio: advierten que el genoma del coronavirus está mutando y podría eludir la inmunidad de las personas que ya se contagiaron	La Voz del Interior	Thu, 24 Sep 2020 15:34:00 GMT	Internacional	117
Un sobrino de Pablo Escobar encontró 18 millones de dólares en un escondite del capo narco y asegura que fue gracias a un hecho “paranormal”	infobae	Thu, 24 Sep 2020 13:31:21 GMT	Internacional	118
Un sobrino de Pablo Escobar halló US$18 millones en un escondite	LA NACION	Thu, 24 Sep 2020 13:31:21 GMT	Internacional	118
Roberto Escobar desmiente la historia de la caleta hallada del narco	El Tiempo	Thu, 24 Sep 2020 13:31:21 GMT	Internacional	118
Insólito hallazgo: sobrino de Pablo Escobar encontró u$s18 millones escondidos por el narcotraficante	ámbito.com	Thu, 24 Sep 2020 13:31:21 GMT	Internacional	118
Encontraron un escondite de Pablo Escobar con 18 millones de dólares	Telefé Noticias	Thu, 24 Sep 2020 13:31:21 GMT	Internacional	118
Plan de ensayo de la vacuna de Pfizer podría aventajar a rivales	infobae	Thu, 24 Sep 2020 04:44:07 GMT	Internacional	119
COVID-19: plan de ensayo de la vacuna de Pfizer podría aventajar al resto	Diario El Dia	Thu, 24 Sep 2020 04:44:07 GMT	Internacional	119
El ensayo de la vacuna de Pfizer podría aventajar al resto de los laboratorios	Diario El Dia	Thu, 24 Sep 2020 04:44:07 GMT	Internacional	119
¿Qué tan cerca está el mundo de conseguir una vacuna contra el Covid-19?	El Cronista Comercial	Thu, 24 Sep 2020 04:44:07 GMT	Internacional	119
Ecuador: la Justicia ordena la captura de Correa para que cumpla la condena por corrupción	Télam	Thu, 24 Sep 2020 07:02:00 GMT	Internacional	120
La justicia de Ecuador pidió la captura del ex presidente Rafael Correa tras dejar en firme la condena por corrupción	infobae	Thu, 24 Sep 2020 07:02:00 GMT	Internacional	120
Justicia de Ecuador pide captura de Correa tras dejar en firme condena por corrupción	infobae	Thu, 24 Sep 2020 07:02:00 GMT	Internacional	120
La justicia de Ecuador pidió la captura del expresidente Rafael Correa tras dejar firme su condena por corrupción	LA NACION	Thu, 24 Sep 2020 07:02:00 GMT	Internacional	120
Ecuador: la Justicia ordenó la detención del expresidente Rafael Correa	La Voz del Interior	Thu, 24 Sep 2020 07:02:00 GMT	Internacional	120
Israel endurece su cuarentena nacional por el aumento de casos	Télam	Thu, 24 Sep 2020 10:49:17 GMT	Internacional	121
Israel endureció el confinamiento y dejó al mínimo la actividad económica por el coronavirus	infobae	Thu, 24 Sep 2020 10:49:17 GMT	Internacional	121
Coronavirus: Israel se paraliza desde el viernes por el dramático rebrote de Covid-19	LA NACION	Thu, 24 Sep 2020 10:49:17 GMT	Internacional	121
Israel: confinamiento completo de 14 días por la segunda ola del virus	MDZ Online	Thu, 24 Sep 2020 10:49:17 GMT	Internacional	121
Israel endurece la cuarentena por el aumento de casos de coronavirus	Perfil.com	Thu, 24 Sep 2020 10:49:17 GMT	Internacional	121
Dan de alta a Alexei Navalny en Alemania y el Kremlin dice que puede volver a Rusia cuando quiera	Clarín	Wed, 23 Sep 2020 14:55:14 GMT	Internacional	122
La justicia rusa incautó bienes de Alexei Navalny, el opositor a Vladimir Putin que fue envenenado con Novichok	infobae	Wed, 23 Sep 2020 14:55:14 GMT	Internacional	122
Congelan cuentas bancarias e incautan departamento de crítico del Kremlin Navalny: portavoz	infobae	Wed, 23 Sep 2020 14:55:14 GMT	Internacional	122
Navalny fue dado de alta en Alemania después de 32 días	Cadena 3	Wed, 23 Sep 2020 14:55:14 GMT	Internacional	122
Alexei Navalny es dado de alta tras la gran mejoría de su estado general	MDZ Online	Wed, 23 Sep 2020 14:55:14 GMT	Internacional	122
Banco Central de Brasil mejora proyección en medio de estímulos	infobae	Thu, 24 Sep 2020 18:26:00 GMT	Internacional	123
Economía.- El Banco Central de Brasil mejora las previsiones del PIB del país y estima una contracción del 5% en 2020	infobae	Thu, 24 Sep 2020 18:26:00 GMT	Internacional	123
Banco Central mejora pronóstico PIB de Brasil en 2020 a -5,0%, prevé expansión de 3,9% en 2021	infobae	Thu, 24 Sep 2020 18:26:00 GMT	Internacional	123
Brasil registra superávit cuenta corriente de 3.700 mln dlr en agosto	infobae	Thu, 24 Sep 2020 18:26:00 GMT	Internacional	123
Brasil se prepara para la mayor fuga de capitales en 11 años	ámbito.com	Thu, 24 Sep 2020 18:26:00 GMT	Internacional	123
25 vinos argentinos ganaron medallas de oro y platino en el concurso más importante del mundo	Clarín	Wed, 23 Sep 2020 12:46:43 GMT	Internacional	124
Históricos reconocimientos y medallas de platino para vinos argentinos	MDZ Online	Wed, 23 Sep 2020 12:46:43 GMT	Internacional	124
Vinos: este espumante fue elegido como el mejor de Argentina	iProfesional.com	Wed, 23 Sep 2020 12:46:43 GMT	Internacional	124
Vinos: este Malbec se consagró como uno de los mejores del mundo	iProfesional.com	Wed, 23 Sep 2020 12:46:43 GMT	Internacional	124
Vinos: este Malbec de Mendoza se consagró como el mejor del mundo	iProfesional.com	Wed, 23 Sep 2020 12:46:43 GMT	Internacional	124
Hoy es el Día Internacional Contra la Explotación Sexual y el Tráfico de Personas	FILO	Wed, 23 Sep 2020 11:01:54 GMT	Internacional	125
Día Internacional contra la Trata: fueron rescatadas 446 personas en lo que va del 2020 | Hubo 1.082 den...	Página 12	Wed, 23 Sep 2020 11:01:54 GMT	Internacional	125
La prostitución no es una elección	Perfil.com	Wed, 23 Sep 2020 11:01:54 GMT	Internacional	125
La explotación sexual de mujeres y chicos, un delito que crece y suma denuncias	Diario El Dia	Wed, 23 Sep 2020 11:01:54 GMT	Internacional	125
Día Internacional en Contra de la Explotación y Tráfico de Mujeres, Niñas y Niños: ¿qué pasó un 23 de septiembre de 1913?	Misiones OnLine	Wed, 23 Sep 2020 11:01:54 GMT	Internacional	125
La campaña de concientización escocesa que muestra cómo una nieta le contagia coronavirus a su abuelo	infobae	Thu, 24 Sep 2020 17:42:00 GMT	Internacional	126
Una nieta que le contagia coronavirus a su abuelo, la campaña de concientización que lanzaron en Escocia...	Página 12	Thu, 24 Sep 2020 17:42:00 GMT	Internacional	126
Coronavirus.- El coronavirus ha destruido 149 millones de empleos en América Latina y el Caribe, según la OIT	infobae	Wed, 23 Sep 2020 16:27:31 GMT	Internacional	128
El coronavirus desplomó el salario de los trabajadores en 3,5 billones de dólares	Crónica 	Wed, 23 Sep 2020 16:27:31 GMT	Internacional	128
La restricción laboral es global | Los efectos de la pandemia en el empleo	Página 12	Wed, 23 Sep 2020 16:27:31 GMT	Internacional	128
Se perdieron 495 millones de empleos en el mundo entre abril y junio	ámbito.com	Wed, 23 Sep 2020 16:27:31 GMT	Internacional	128
El coronavirus causó la pérdida de 495 millones de empleos solo entre abril y junio	La Capital de Mar del Plata	Wed, 23 Sep 2020 16:27:31 GMT	Internacional	128
Vacuna y coronavirus: EE.UU. inicia un gigantesco ensayo y busca llevar confianza a la gente	Clarín	Thu, 24 Sep 2020 02:43:45 GMT	Internacional	129
La vacuna de Johnson & Johnson comenzó la fase 3 con el ensayo más grande del mundo: 60 mil voluntarios	infobae	Thu, 24 Sep 2020 02:43:45 GMT	Internacional	129
Estados Unidos: otro laboratorio inicia la tercera fase de ensayos de la vacuna contra el coronavirus	Crónica 	Thu, 24 Sep 2020 02:43:45 GMT	Internacional	129
Coronavirus: Johnson & Johnson inicia la fase 3 de su vacuna, que se probará en la Argentina | Hasta el ...	Página 12	Thu, 24 Sep 2020 02:43:45 GMT	Internacional	129
Paula Barreyro sobre la vacuna de Johnson & Johnson: "Esperamos tener resultados preliminares para fin de año"	Perfil.com	Thu, 24 Sep 2020 02:43:45 GMT	Internacional	129
Detienen a banda que juntaban, lavaban, envasaban y vendían preservativos usados	Popular	Thu, 24 Sep 2020 18:51:16 GMT	Internacional	130
