indra	prov	depto	circuito	secelec	departamento	x	y
020870747	02	087	0747	2	Pergamino	-60.616899403351056	-33.887560506569294
020870747A	02	087	0747A	2	Pergamino	-60.47499068986114	-33.83222850562686
020870748	02	087	0748	2	Pergamino	-60.55775499421554	-33.855187657683466
020870749	02	087	0749	2	Pergamino	-60.63884544574568	-33.77973046836407
020870750	02	087	0750	2	Pergamino	-60.61841096942769	-34.00172900299568
020870751	02	087	0751	2	Pergamino	-60.446684050367274	-33.75965000460651
020870752	02	087	0752	2	Pergamino	-60.5474130081643	-33.68832677745687
020870753	02	087	0753	2	Pergamino	-60.7398663812477	-33.64150969022645
020870753A	02	087	0753A	2	Pergamino	-60.81833018563579	-33.770572476530525
020870754	02	087	0754	2	Pergamino	-60.70811698947151	-33.96383019086829
020870754A	02	087	0754A	2	Pergamino	-60.82291103106086	-33.88791740563691
020870755	02	087	0755	2	Pergamino	-60.479604213618096	-34.05609259397791
020870756	02	087	0756	2	Pergamino	-60.351158490016324	-33.93841208736356
020870757	02	087	0757	2	Pergamino	-60.31012006038133	-33.7616174743149
020870758	02	087	0758	2	Pergamino	-60.218732831563834	-33.7662772411667
020870759	02	087	0759	2	Pergamino	-60.40664097608518	-33.674029868862874
020880765	02	088	0765	5	Pila	-58.255506998497005	-36.04988171435116
020880765A	02	088	0765A	5	Pila	-58.24539489660625	-36.3567421737178
020880766	02	088	0766	5	Pila	-58.60672629713139	-36.219984784271766
020890768	02	089	0768	1	Pilar	-58.93252181359853	-34.475705903787656
020890769	02	089	0769	1	Pilar	-58.9896414872088	-34.42290071385262
020890770	02	089	0770	1	Pilar	-58.86819633797644	-34.514811277988514
020890770A	02	089	0770A	1	Pilar	-58.83083845473355	-34.45294179809398
020890771	02	089	0771	1	Pilar	-58.78407681766731	-34.440950622925584
020890772	02	089	0772	1	Pilar	-58.87997100375871	-34.38929117151304
020900339	02	090	0339	5	Pinamar	-56.87298695665992	-37.11594272725733
020910776	02	091	0776	6	Puan	-62.81886188416803	-37.56359423516177
020910777	02	091	0777	6	Puan	-63.05540150046908	-37.75546224189548
020910777A	02	091	0777A	6	Puan	-62.97590664771885	-37.69125332575721
020910778	02	091	0778	6	Puan	-63.20910533697343	-37.880033359232364
020910779	02	091	0779	6	Puan	-62.87898961795114	-38.069226179496404
020910780	02	091	0780	6	Puan	-63.22040835560658	-38.14120033393297
020910781	02	091	0781	6	Puan	-63.136558315444894	-38.43509336573578
020910782	02	091	0782	6	Puan	-62.80628229252907	-37.96366821236905
020920783	02	092	0783	3	Quilmes	-58.25659542658085	-34.71861595663762
020920783A	02	092	0783A	3	Quilmes	-58.23447800042064	-34.71423164945907
020920784	02	092	0784	3	Quilmes	-58.24154492925246	-34.730997160391226
020920785	02	092	0785	3	Quilmes	-58.26671846878477	-34.73214517516461
020920785A	02	092	0785A	3	Quilmes	-58.28415683914797	-34.73892615209231
020920785B	02	092	0785B	3	Quilmes	-58.29487597123338	-34.75004833771965
020920786	02	092	0786	3	Quilmes	-58.29017493796984	-34.69710724372251
020920786A	02	092	0786A	3	Quilmes	-58.30881577147865	-34.72205616728681
020920787	02	092	0787	3	Quilmes	-58.26831118038859	-34.70029350633059
020920787A	02	092	0787A	3	Quilmes	-58.28960588231856	-34.716688010143145
020920788	02	092	0788	3	Quilmes	-58.32708684166246	-34.733663268781534
020920788A	02	092	0788A	3	Quilmes	-58.30967700603016	-34.77806583035529
020920788B	02	092	0788B	3	Quilmes	-58.29610447496682	-34.768245504867465
020920788C	02	092	0788C	3	Quilmes	-58.32196840932443	-34.7537513486311
020920791	02	092	0791	3	Quilmes	-58.21905812810094	-34.739409026338194
020920791A	02	092	0791A	3	Quilmes	-58.24984020911762	-34.75265484248705
020920791B	02	092	0791B	3	Quilmes	-58.26643187234562	-34.76086671040785
020930797	02	093	0797	2	Ramallo	-60.017832848142035	-33.49224001031597
020930798	02	093	0798	2	Ramallo	-60.16014913102261	-33.53196533240008
020930799	02	093	0799	2	Ramallo	-60.0802645408553	-33.473410510667684
020930800	02	093	0800	2	Ramallo	-60.14239205931888	-33.424884889535036
020930801	02	093	0801	2	Ramallo	-60.112438737722094	-33.56218726438725
020930802	02	093	0802	2	Ramallo	-60.20954982024329	-33.614960480637365
020930803	02	093	0803	2	Ramallo	-60.103209688959204	-33.71949596175625
020930804	02	093	0804	2	Ramallo	-59.972362613225904	-33.59945523469679
020940806	02	094	0806	5	Rauch	-59.06216956489402	-36.804382619168294
020940807	02	094	0807	5	Rauch	-58.89818271473894	-36.71595009634197
020940808	02	094	0808	5	Rauch	-58.70725666007859	-36.4675847524605
020940809	02	094	0809	5	Rauch	-58.751230636412934	-36.61062590248023
020940810	02	094	0810	5	Rauch	-58.98968989499576	-36.32074531767982
020940811	02	094	0811	5	Rauch	-59.02610811925887	-36.478797400226604
020940812	02	094	0812	5	Rauch	-59.186678775634796	-36.74684628644375
020940813	02	094	0813	5	Rauch	-59.060058084818614	-36.92561146841302
020950815	02	095	0815	4	Rivadavia	-62.98702726628124	-35.47321557177294
020950816	02	095	0816	4	Rivadavia	-63.19662119160381	-35.323801093860915
020950817	02	095	0817	4	Rivadavia	-63.30100518907857	-35.55869518176171
020950818	02	095	0818	4	Rivadavia	-63.15816931359095	-35.49216325955577
020950819	02	095	0819	4	Rivadavia	-63.19215470504431	-35.806964795050675
020950820	02	095	0820	4	Rivadavia	-62.926523576911435	-35.67933796625639
020950821	02	095	0821	4	Rivadavia	-62.78878264391506	-35.53629948643307
020960823	02	096	0823	2	Rojas	-60.76007631807731	-34.16407901093041
020960824	02	096	0824	2	Rojas	-60.69448285053462	-34.098443603647944
020960825	02	096	0825	2	Rojas	-60.59985144007456	-34.22826778476492
020960826	02	096	0826	2	Rojas	-60.64616226899295	-34.39347632049127
020960827	02	096	0827	2	Rojas	-60.77128886101297	-34.34275725170861
020960828	02	096	0828	2	Rojas	-60.888897646950234	-34.27116966133134
020960829	02	096	0829	2	Rojas	-60.974570170737344	-34.12201063547387
020960830	02	096	0830	2	Rojas	-60.878317907766785	-34.01184011579203
020970832	02	097	0832	7	Roque Perez	-59.34733176548039	-35.46969801312313
020970833	02	097	0833	7	Roque Perez	-59.6286638485508	-35.412742882876294
020970834	02	097	0834	7	Roque Perez	-59.443175553476884	-35.36271950967297
020970835	02	097	0835	7	Roque Perez	-59.239010614070835	-35.444662743453755
020970836	02	097	0836	7	Roque Perez	-59.10531170074358	-35.493331155438185
020970837	02	097	0837	7	Roque Perez	-59.21830273797808	-35.60925147295068
020980839	02	098	0839	6	Saavedra	-62.367739097446176	-37.770950274679365
020980840	02	098	0840	6	Saavedra	-62.29776493834246	-37.66974010658475
020980841	02	098	0841	6	Saavedra	-62.34650860166201	-37.50209163998442
020980842	02	098	0842	6	Saavedra	-62.44523791808593	-37.41326549918925
020980843	02	098	0843	6	Saavedra	-62.62967665234644	-37.756139238994805
020980844	02	098	0844	6	Saavedra	-62.41099270120365	-37.94798221892078
020990846	02	099	0846	7	Saladillo	-59.76469834526447	-35.64238443373324
020990847	02	099	0847	7	Saladillo	-59.618428603287796	-35.764727634350116
020990848	02	099	0848	7	Saladillo	-59.821316751686574	-35.544964724201506
020990849	02	099	0849	7	Saladillo	-59.539498744393164	-35.518586075751266
020990849A	02	099	0849A	7	Saladillo	-59.47193468895747	-35.617731905144666
020990849B	02	099	0849B	7	Saladillo	-59.34969361159362	-35.72579418937632
020990850	02	099	0850	7	Saladillo	-59.670293404176235	-35.562616638733104
020990851	02	099	0851	7	Saladillo	-59.93955476816902	-35.60816463434137
020990852	02	099	0852	7	Saladillo	-59.96123263946645	-35.7566242345115
021000746	02	100	0746	6	Saliquelo	-62.971239702496895	-36.737032968991656
021000746A	02	100	0746A	6	Saliquelo	-63.128087296611646	-36.60864365016618
021010854	02	101	0854	2	Salto	-60.29761719423929	-34.32446776081549
021010855	02	101	0855	2	Salto	-60.31739848725581	-34.114406885646964
021010855A	02	101	0855A	2	Salto	-60.28362982112216	-34.226788834555705
021010856	02	101	0856	2	Salto	-60.11480688983298	-34.3005708976322
021010857	02	101	0857	2	Salto	-60.50865000391366	-34.37326927836067
021010857A	02	101	0857A	2	Salto	-60.41498675090474	-34.41258434402392
021010857B	02	101	0857B	2	Salto	-60.438482301894325	-34.28116114602384
021010858	02	101	0858	2	Salto	-60.25603627205903	-34.40109358037933
021020860	02	102	0860	2	San Andres de Giles	-59.47074142142441	-34.44086370870869
021020861	02	102	0861	2	San Andres de Giles	-59.26143506026942	-34.38766651434449
021020862	02	102	0862	2	San Andres de Giles	-59.61695654398052	-34.52981773077268
021020862A	02	102	0862A	2	San Andres de Giles	-59.59604659477753	-34.45287989872146
021020863	02	102	0863	2	San Andres de Giles	-59.33911742075379	-34.30641255758637
021020863A	02	102	0863A	2	San Andres de Giles	-59.41104379025203	-34.361849845639426
021020864	02	102	0864	2	San Andres de Giles	-59.335522633129386	-34.46004383479114
021030866	02	103	0866	2	San Antonio de Areco	-59.467006273347806	-34.252738795934754
021030867	02	103	0867	2	San Antonio de Areco	-59.475191146963326	-34.280012144073055
021030868	02	103	0868	2	San Antonio de Areco	-59.605668733485665	-34.330386243063344
021030869	02	103	0869	2	San Antonio de Areco	-59.62529236490248	-34.22096555869334
021030870	02	103	0870	2	San Antonio de Areco	-59.397535388784995	-34.1465338604962
021040871	02	104	0871	5	San Cayetano	-59.60532984126529	-38.3915047408531
021040871A	02	104	0871A	5	San Cayetano	-59.430882611017765	-38.22256776001594
021040871B	02	104	0871B	5	San Cayetano	-59.503158518184485	-38.6336699112746
021040871C	02	104	0871C	5	San Cayetano	-59.84009469252677	-38.39103234770321
021040871D	02	104	0871D	5	San Cayetano	-59.689333565091715	-38.152350045003125
021050872	02	105	0872	1	San Fernando	-58.55734263163426	-34.44026067005847
021050873	02	105	0873	1	San Fernando	-58.551932242119534	-34.44399274039923
021050874	02	105	0874	1	San Fernando	-58.55808256498352	-34.4316968701304
021050875	02	105	0875	1	San Fernando	-58.56461512334856	-34.43761884139612
021050876	02	105	0876	1	San Fernando	-58.547640217795234	-34.43543445724266
021050877	02	105	0877	1	San Fernando	-58.577715290693746	-34.44911008686634
021050878	02	105	0878	1	San Fernando	-58.56348761225242	-34.45284380867856
021050878A	02	105	0878A	1	San Fernando	-58.58582775247724	-34.4629440884791
021050879	02	105	0879	1	San Fernando	-58.55863187120264	-34.45888899141461
021050879A	02	105	0879A	1	San Fernando	-58.58759617133436	-34.4750085777782
021050880	02	105	0880	1	San Fernando	-58.53655874970092	-34.44771464712536
021050880A	02	105	0880A	1	San Fernando	-58.55974900886617	-34.46637801644233
021050881	02	105	0881	1	San Fernando	-58.49749167116712	-34.102439556643766
021050882	02	105	0882	1	San Fernando	-58.69164146082268	-34.15565319812698
021050882A	02	105	0882A	1	San Fernando	-58.533890217094	-34.23066673936075
021060887	02	106	0887	1	San Isidro	-58.5077585923258	-34.46499996150805
021060888	02	106	0888	1	San Isidro	-58.5235565466078	-34.47359388473132
021060889	02	106	0889	1	San Isidro	-58.524529813132304	-34.46004481238943
021060890	02	106	0890	1	San Isidro	-58.52427035719545	-34.453064313271774
021060891	02	106	0891	1	San Isidro	-58.52125201488064	-34.494285308326916
021060892	02	106	0892	1	San Isidro	-58.57113017238733	-34.49695989055003
021060892A	02	106	0892A	1	San Isidro	-58.54769859570308	-34.51526087437518
021060893	02	106	0893	1	San Isidro	-58.549806576000314	-34.47885250457838
021060894	02	106	0894	1	San Isidro	-58.500279550490845	-34.47272910766872
021060895	02	106	0895	1	San Isidro	-58.49159849254491	-34.484512620069104
021070901	02	107	0901	2	San Nicolas	-60.208925429235975	-33.32559838618993
021070901A	02	107	0901A	2	San Nicolas	-60.229688668724044	-33.309973807442745
021070901B	02	107	0901B	2	San Nicolas	-60.19156355806355	-33.344273497200675
021070902	02	107	0902	2	San Nicolas	-60.18389451974477	-33.37779773011495
021070903	02	107	0903	2	San Nicolas	-60.208074639231405	-33.377170660015544
021070904	02	107	0904	2	San Nicolas	-60.249788182475434	-33.34783656243249
021070905	02	107	0905	2	San Nicolas	-60.25501084644049	-33.29537740157405
021070906	02	107	0906	2	San Nicolas	-60.282084597774826	-33.46021807617576
021070907	02	107	0907	2	San Nicolas	-60.270680962933895	-33.394682713870765
021070908	02	107	0908	2	San Nicolas	-60.213967909113926	-33.456472046922904
021070909	02	107	0909	2	San Nicolas	-60.30331275408506	-33.51034925405086
021070910	02	107	0910	2	San Nicolas	-60.35612713723509	-33.584217822882685
021070911	02	107	0911	2	San Nicolas	-60.29716032055381	-33.365551501853744
021080913	02	108	0913	2	San Pedro	-59.62124936506216	-33.67983518111159
021080914	02	108	0914	2	San Pedro	-59.62467003282466	-33.776796128045504
021080915	02	108	0915	2	San Pedro	-59.7124875978744	-33.71892758803052
021080916	02	108	0916	2	San Pedro	-59.77687226746868	-33.65690514346961
021080917	02	108	0917	2	San Pedro	-59.83598208489756	-33.63607232721203
021080918	02	108	0918	2	San Pedro	-59.709732643121136	-33.82472348738266
021080919	02	108	0919	2	San Pedro	-59.855565003365854	-33.72342280060175
021080920	02	108	0920	2	San Pedro	-59.766347198482265	-33.93039174612751
021080921	02	108	0921	2	San Pedro	-59.93697868992099	-33.74496983234625
021080922	02	108	0922	2	San Pedro	-59.88446749436123	-33.86626607619577
021080922A	02	108	0922A	2	San Pedro	-59.97298282140894	-33.793691273517844
021090924	02	109	0924	3	San Vicente	-58.450207545306014	-35.059467166356015
021090925	02	109	0925	3	San Vicente	-58.34808219913822	-34.968704880063065
021090926	02	109	0926	3	San Vicente	-58.31774046675821	-35.047607214327684
021090927	02	109	0927	3	San Vicente	-58.50538526114362	-35.13805867802935
021100929	02	110	0929	1	Suipacha	-59.669404408881825	-34.7688624846825
021100929A	02	110	0929A	1	Suipacha	-59.596953424524585	-34.86302035403612
021100930	02	110	0930	1	Suipacha	-59.7994806494443	-34.70048477962992
021100931	02	110	0931	1	Suipacha	-59.774149795392546	-34.59355849307715
021110933	02	111	0933	5	Tandil	-59.22467921425712	-37.249883304858145
021110934	02	111	0934	5	Tandil	-58.875982503150304	-37.43955051778399
021110935	02	111	0935	5	Tandil	-58.928617359229385	-37.277591619316
021110936	02	111	0936	5	Tandil	-59.032276144912004	-37.62622128896226
021110937	02	111	0937	5	Tandil	-59.50440925039105	-37.29908637337378
021110938	02	111	0938	5	Tandil	-59.228090172153486	-37.50554140825432
021110939	02	111	0939	5	Tandil	-59.2525863167061	-37.04217115441378
021110940	02	111	0940	5	Tandil	-59.39744868481181	-37.20072647484682
021120944	02	112	0944	7	Tapalque	-60.08965478980305	-36.29882689259825
021120945	02	112	0945	7	Tapalque	-59.95632473341383	-36.38886980182436
021120946	02	112	0946	7	Tapalque	-59.744548060687926	-36.222445253055
021120947	02	112	0947	7	Tapalque	-59.53811072162744	-36.12705770470306
021120948	02	112	0948	7	Tapalque	-60.55328818496533	-36.33817817598395
021120949	02	112	0949	7	Tapalque	-60.17195273846625	-36.558351738895865
021130530	02	113	0530	1	Tigre	-58.587089569288665	-34.42418663403116
021130533	02	113	0533	1	Tigre	-58.567704851018455	-34.35084656530039
021130534	02	113	0534	1	Tigre	-58.646370740769115	-34.43896126422933
021130534A	02	113	0534A	1	Tigre	-58.61838789070728	-34.49779775609652
021130536	02	113	0536	1	Tigre	-58.685802534261065	-34.402406515764596
021130536A	02	113	0536A	1	Tigre	-58.69463917328769	-34.37597564537679
021140953	02	114	0953	6	Tornquist	-62.10711284188648	-38.14368810260833
021140954	02	114	0954	6	Tornquist	-62.55506885147657	-38.29293117621383
021140955	02	114	0955	6	Tornquist	-61.84311295115992	-38.31248851816741
021140955A	02	114	0955A	6	Tornquist	-61.84379902513759	-38.146548801922684
021140955B	02	114	0955B	6	Tornquist	-61.917324746160055	-38.07787947573614
021140956	02	114	0956	6	Tornquist	-62.12559248234628	-38.347562273643035
021150957	02	115	0957	4	Trenque Lauquen	-62.73917616524052	-35.961093593885124
021150958	02	115	0958	4	Trenque Lauquen	-62.46628181192823	-35.89034286444567
021150959	02	115	0959	4	Trenque Lauquen	-62.78499288740597	-35.79475176242922
021150959A	02	115	0959A	4	Trenque Lauquen	-62.63224698378441	-35.672607980281995
021150960	02	115	0960	4	Trenque Lauquen	-62.94694961112589	-36.0921786014219
021150961	02	115	0961	4	Trenque Lauquen	-62.56508865696433	-36.22110745458508
021150961A	02	115	0961A	4	Trenque Lauquen	-62.48696046808672	-36.369994617349576
021150961B	02	115	0961B	4	Trenque Lauquen	-62.264929422211424	-36.13212403637245
021150961C	02	115	0961C	4	Trenque Lauquen	-62.76387829472434	-36.296944080824616
021160951	02	116	0951	5	Tordillo	-57.27761035638517	-36.3945051224057
021170964	02	117	0964	6	Tres Arroyos	-60.25909265196164	-38.414374461550416
021170968	02	117	0968	6	Tres Arroyos	-60.31366475627242	-38.28362714844568
021170969	02	117	0969	6	Tres Arroyos	-60.34314357532844	-38.51452008677238
021170970	02	117	0970	6	Tres Arroyos	-60.00473463931232	-38.30578139205888
021170972	02	117	0972	6	Tres Arroyos	-59.79337144452533	-38.700496267530305
021170973	02	117	0973	6	Tres Arroyos	-60.112559441246674	-38.776761466862325
021170973A	02	117	0973A	6	Tres Arroyos	-60.15284586716522	-38.8543921772404
021170974	02	117	0974	6	Tres Arroyos	-60.00619630450805	-38.5749587451758
021170975	02	117	0975	6	Tres Arroyos	-60.44182000113145	-38.751676035642305
021170975A	02	117	0975A	6	Tres Arroyos	-60.246230054394246	-38.66590592098583
021170975B	02	117	0975B	6	Tres Arroyos	-60.36577385852637	-38.88926143593352
021170976	02	117	0976	6	Tres Arroyos	-60.5742637405278	-38.35492033961504
021170977	02	117	0977	6	Tres Arroyos	-60.3634853323419	-38.15744758671476
021170978	02	117	0978	6	Tres Arroyos	-60.66916062427436	-38.20175775151204
021180389	02	118	0389	1	Tres de Febrero	-58.5309703601927	-34.5999101365831
021180390	02	118	0390	1	Tres de Febrero	-58.54857883086405	-34.598816016842505
021180391	02	118	0391	1	Tres de Febrero	-58.56356902995828	-34.608898265986944
021180392	02	118	0392	1	Tres de Febrero	-58.53448172168812	-34.61695109359851
021180393	02	118	0393	1	Tres de Febrero	-58.542427195687154	-34.63377976894851
021180394	02	118	0394	1	Tres de Febrero	-58.615884636157304	-34.57303013435287
021180394A	02	118	0394A	1	Tres de Febrero	-58.59618636889714	-34.59654640167323
021180395	02	118	0395	1	Tres de Febrero	-58.59656072228883	-34.56989183873021
021190337	02	119	0337	5	La Costa	-56.73509991644879	-36.35494174282345
021190337A	02	119	0337A	5	La Costa	-56.703367892559434	-36.51433930536507
021190337B	02	119	0337B	5	La Costa	-56.713672100142915	-36.837391781131615
021200239	02	120	0239	6	Monte Hermoso	-61.28185680648137	-38.96106699279269
021210980	02	121	0980	7	25 de Mayo	-60.16473064504409	-35.426815745989245
021210981	02	121	0981	7	25 de Mayo	-60.019359896017555	-35.44903340130138
021210982	02	121	0982	7	25 de Mayo	-59.876856411625674	-35.36897741229855
021210983	02	121	0983	7	25 de Mayo	-59.73990716221263	-35.2882663623198
021210984	02	121	0984	7	25 de Mayo	-59.605665249918424	-35.26732576449243
021210985	02	121	0985	7	25 de Mayo	-60.005609032540754	-35.2347056421348
021210986	02	121	0986	7	25 de Mayo	-60.3189558954479	-35.402392958168505
021210987	02	121	0987	7	25 de Mayo	-60.19276359813966	-35.649618416234375
021210988	02	121	0988	7	25 de Mayo	-60.4191711486261	-35.594749357264185
021210989	02	121	0989	7	25 de Mayo	-60.59442210811304	-35.737762922312506
021210990	02	121	0990	7	25 de Mayo	-60.40611968197334	-35.821803111212745
021210991	02	121	0991	7	25 de Mayo	-60.64351689342914	-35.882634271291174
021220993	02	122	0993	1	Vicente Lopez	-58.49645632763314	-34.51512529820663
021220994	02	122	0994	1	Vicente Lopez	-58.476868122684756	-34.51986500665197
021220995	02	122	0995	1	Vicente Lopez	-58.48837783797861	-34.52683854593856
021220996	02	122	0996	1	Vicente Lopez	-58.50258456623306	-34.52930141901392
021220997	02	122	0997	1	Vicente Lopez	-58.47208848666567	-34.53281776676364
021220998	02	122	0998	1	Vicente Lopez	-58.49131458639807	-34.541282868836774
021220999	02	122	0999	1	Vicente Lopez	-58.51298045104957	-34.54898351715901
021221000	02	122	1000	1	Vicente Lopez	-58.5335004403601	-34.52953650114039
021221001	02	122	1001	1	Vicente Lopez	-58.50160309884597	-34.50684110403227
021230344	02	123	0344	5	Villa Gesell	-57.058046700814	-37.36384079154227
021241007	02	124	1007	6	Villarino	-62.6932551159782	-38.8078372433513
021241008	02	124	1008	6	Villarino	-63.118329560094445	-38.89385696966163
021241009	02	124	1009	6	Villarino	-62.819049998407934	-39.19796788399211
021241010	02	124	1010	6	Villarino	-62.296622129111505	-39.42442835830258
021241011	02	124	1011	6	Villarino	-62.74615871887183	-39.45912224687536
021241011A	02	124	1011A	6	Villarino	-62.65609787857383	-39.353059931301964
021251013	02	125	1013	2	Zarate	-59.0235111692564	-34.096108795690526
021251013A	02	125	1013A	2	Zarate	-59.08136343226445	-33.9240478254805
021251014	02	125	1014	2	Zarate	-59.04490006882359	-34.13467583960486
021251015	02	125	1015	2	Zarate	-59.009782531840756	-34.1050874391214
021251016	02	125	1016	2	Zarate	-58.99300463087574	-34.12242440030524
021251017	02	125	1017	2	Zarate	-59.07467668673986	-34.09227691525702
021251018	02	125	1018	2	Zarate	-59.04294444517117	-34.08543970590775
021251019	02	125	1019	2	Zarate	-59.172857365212046	-34.1582298967822
021251020	02	125	1020	2	Zarate	-59.11404630205367	-34.056661099446536
021251021	02	125	1021	2	Zarate	-59.229960008930036	-34.030324326185564
021260744	02	126	0744	6	Tres Lomas	-62.92919846525807	-36.41494662749706
021260745	02	126	0745	6	Tres Lomas	-62.80726353331309	-36.57054063223201
021270361	02	127	0361	4	Florentino Ameghino	-62.41399142060686	-34.87824168529188
021270361A	02	127	0361A	4	Florentino Ameghino	-62.19442114327579	-34.9690665148809
021270362	02	127	0362	4	Florentino Ameghino	-62.527418696495786	-34.66102848217195
021280304	02	128	0304	3	Presidente Peron	-58.396783693349946	-34.91590798841913
021280304A	02	128	0304A	3	Presidente Peron	-58.331852050261666	-34.90696705330754
021280304B	02	128	0304B	3	Presidente Peron	-58.42518046247709	-34.94756059889012
021280304C	02	128	0304C	3	Presidente Peron	-58.42347470501004	-34.90220302658323
021290398	02	129	0398	1	Jose C Paz	-58.7757976637367	-34.49727550918987
021290398A	02	129	0398A	1	Jose C Paz	-58.791634380923185	-34.517996672362145
021290398B	02	129	0398B	1	Jose C Paz	-58.76338546332339	-34.53761473506444
021300399	02	130	0399	1	Malvinas Argentinas	-58.72804663684478	-34.4874163206574
021300399A	02	130	0399A	1	Malvinas Argentinas	-58.698432137429265	-34.479770455399205
021300399B	02	130	0399B	1	Malvinas Argentinas	-58.75112439979087	-34.4752750341334
021300399C	02	130	0399C	1	Malvinas Argentinas	-58.7055076087355	-34.45532586248526
021300399D	02	130	0399D	1	Malvinas Argentinas	-58.678962687585745	-34.5060521748729
021300399E	02	130	0399E	1	Malvinas Argentinas	-58.66101374822693	-34.50131279272407
021300399F	02	130	0399F	1	Malvinas Argentinas	-58.70146284893226	-34.508516171240416
021310611	02	131	0611	3	Punta Indio	-57.64094468243937	-35.40169696071972
021310612	02	131	0612	3	Punta Indio	-57.47709217116538	-35.34768242937251
021310613	02	131	0613	3	Punta Indio	-57.34359570640026	-35.40372620761573
021310613A	02	131	0613A	3	Punta Indio	-57.287989227794824	-35.55909122853997
021310613B	02	131	0613B	3	Punta Indio	-57.272708602849995	-35.2704143260726
021320289	02	132	0289	3	Ezeiza	-58.540973798588816	-34.821112422119334
021320290	02	132	0290	3	Ezeiza	-58.577128811442385	-34.906738313244375
021330666	02	133	0666	1	Ituzaingo	-58.694886915000154	-34.6397863187961
021330666A	02	133	0666A	1	Ituzaingo	-58.69249998971003	-34.61729792909678
021330667	02	133	0667	1	Ituzaingo	-58.67434228234449	-34.65955221793336
021340668	02	134	0668	1	Hurlingham	-58.63718636356474	-34.60679659419334
021340668A	02	134	0668A	1	Hurlingham	-58.663896892194295	-34.590840503056285
