departamento	circuito	Bullrich	Cristina	Suma	Signo	abs_diferencia	diferencia	dif_relativa	x	y
Rivadavia	0818	10	3	13	1	7	7	53.8	-63.1582	-35.4922
Rivadavia	0819	91	25	116	1	66	66	56.9	-63.1922	-35.8070
Rivadavia	0820	442	153	595	1	289	289	48.6	-62.9265	-35.6793
Rivadavia	0821	3	2	5	1	1	1	20.0	-62.7888	-35.5363
Rojas	0823	5573	3173	8746	1	2400	2400	27.4	-60.7601	-34.1641
Rojas	0824	16	17	33	-1	1	-1	3.0	-60.6945	-34.0984
Rojas	0825	58	6	64	1	52	52	81.3	-60.5999	-34.2283
Rojas	0826	77	19	96	1	58	58	60.4	-60.6462	-34.3935
Rojas	0827	321	141	462	1	180	180	39.0	-60.7713	-34.3428
Rojas	0828	21	8	29	1	13	13	44.8	-60.8889	-34.2712
Rojas	0829	9	3	12	1	6	6	50.0	-60.9746	-34.1220
Rojas	0830	521	150	671	1	371	371	55.3	-60.8783	-34.0118
Roque Pérez	0832	3287	1942	5229	1	1345	1345	25.7	-59.3473	-35.4697
Roque Pérez	0833	91	23	114	1	68	68	59.6	-59.6287	-35.4127
Roque Pérez	0834	107	50	157	1	57	57	36.3	-59.4432	-35.3627
Roque Pérez	0835	72	20	92	1	52	52	56.5	-59.2390	-35.4447
Roque Pérez	0836	82	101	183	-1	19	-19	10.4	-59.1053	-35.4933
Roque Pérez	0837	45	9	54	1	36	36	66.7	-59.2183	-35.6093
Saavedra	0839	649	414	1063	1	235	235	22.1	-62.3677	-37.7710
Saavedra	0840	4979	2209	7188	1	2770	2770	38.5	-62.2978	-37.6697
Saavedra	0841	175	93	268	1	82	82	30.6	-62.3465	-37.5021
Saavedra	0842	349	121	470	1	228	228	48.5	-62.4452	-37.4133
Saavedra	0843	212	75	287	1	137	137	47.7	-62.6297	-37.7561
Saavedra	0844	92	53	145	1	39	39	26.9	-62.4110	-37.9480
Saladillo	0846	9225	4588	13813	1	4637	4637	33.6	-59.7647	-35.6424
Saladillo	0847	127	68	195	1	59	59	30.3	-59.6184	-35.7647
Saladillo	0848	38	12	50	1	26	26	52.0	-59.8213	-35.5450
Saladillo	0849	358	259	617	1	99	99	16.0	-59.5395	-35.5186
Saladillo	0849A	190	52	242	1	138	138	57.0	-59.4719	-35.6177
Saladillo	0850	147	89	236	1	58	58	24.6	-59.6703	-35.5626
Saladillo	0851	29	6	35	1	23	23	65.7	-59.9396	-35.6082
Saladillo	0852	75	4	79	1	71	71	89.9	-59.9612	-35.7566
Salto	0854	6328	4907	11235	1	1421	1421	12.6	-60.2976	-34.3245
Salto	0855	635	180	815	1	455	455	55.8	-60.3174	-34.1144
Salto	0855A	25	2	27	1	23	23	85.2	-60.2836	-34.2268
Salto	0856	242	90	332	1	152	152	45.8	-60.1148	-34.3006
Salto	0857	307	157	464	1	150	150	32.3	-60.5087	-34.3733
Salto	0857A	7	5	12	1	2	2	16.7	-60.4150	-34.4126
Salto	0857B	38	17	55	1	21	21	38.2	-60.4385	-34.2812
Salto	0858	34	44	78	-1	10	-10	12.8	-60.2560	-34.4011
San Andrés de Giles	0860	4932	3029	7961	1	1903	1903	23.9	-59.4707	-34.4409
San Andrés de Giles	0861	202	87	289	1	115	115	39.8	-59.2614	-34.3877
San Andrés de Giles	0862	0	0	0	0	0	0	#DIV/0!	-59.6170	-34.5298
San Andrés de Giles	0862A	57	33	90	1	24	24	26.7	-59.5960	-34.4529
San Andrés de Giles	0863	289	149	438	1	140	140	32.0	-59.3391	-34.3064
San Andrés de Giles	0863A	103	123	226	-1	20	-20	8.8	-59.4110	-34.3618
San Andrés de Giles	0864	257	343	600	-1	86	-86	14.3	-59.3355	-34.4600
San Antonio de Areco	0866	6010	3510	9520	1	2500	2500	26.3	-59.4670	-34.2527
San Antonio de Areco	0867	0	0	0	0	0	0	#DIV/0!	-59.4752	-34.2800
San Antonio de Areco	0868	11	7	18	1	4	4	22.2	-59.6057	-34.3304
San Antonio de Areco	0869	273	154	427	1	119	119	27.9	-59.6253	-34.2210
San Antonio de Areco	0870	250	322	572	-1	72	-72	12.6	-59.3975	-34.1465
San Cayetano	0871	2329	892	3221	1	1437	1437	44.6	-59.6053	-38.3915
San Cayetano	0871A	29	1	30	1	28	28	93.3	-59.4309	-38.2226
San Cayetano	0871B	52	0	52	1	52	52	100.0	-59.5032	-38.6337
San Cayetano	0871C	32	1	33	1	31	31	93.9	-59.8401	-38.3910
San Cayetano	0871D	1	0	1	1	1	1	100.0	-59.6893	-38.1524
San Fernando	0872	2393	725	3118	1	1668	1668	53.5	-58.5573	-34.4403
San Fernando	0873	1500	379	1879	1	1121	1121	59.7	-58.5519	-34.4440
San Fernando	0874	593	469	1062	1	124	124	11.7	-58.5581	-34.4317
San Fernando	0875	578	264	842	1	314	314	37.3	-58.5646	-34.4376
San Fernando	0876	459	530	989	-1	71	-71	7.2	-58.5476	-34.4354
San Fernando	0877	3236	4308	7544	-1	1072	-1072	14.2	-58.5777	-34.4491
San Fernando	0878	2398	3563	5961	-1	1165	-1165	19.5	-58.5635	-34.4528
San Fernando	0878A	1815	4316	6131	-1	2501	-2501	40.8	-58.5858	-34.4629
San Fernando	0879	4238	3832	8070	1	406	406	5.0	-58.5586	-34.4589
San Fernando	0879A	2912	4746	7658	-1	1834	-1834	23.9	-58.5876	-34.4750
San Fernando	0880	7038	1581	8619	1	5457	5457	63.3	-58.5366	-34.4477
San Fernando	0880A	394	868	1262	-1	474	-474	37.6	-58.5597	-34.4664
San Fernando	0881	70	96	166	-1	26	-26	15.7	-58.4975	-34.1024
San Fernando	0882	51	50	101	1	1	1	1.0	-58.6916	-34.1557
San Fernando	0882A	184	153	337	1	31	31	9.2	-58.5339	-34.2307
San Isidro	0887	6501	1095	7596	1	5406	5406	71.2	-58.5078	-34.4650
San Isidro	0888	8722	1860	10582	1	6862	6862	64.8	-58.5236	-34.4736
San Isidro	0889	10036	4223	14259	1	5813	5813	40.8	-58.5245	-34.4600
San Isidro	0890	1430	330	1760	1	1100	1100	62.5	-58.5243	-34.4531
San Isidro	0891	23377	5093	28470	1	18284	18284	64.2	-58.5213	-34.4943
San Isidro	0892	20560	13680	34240	1	6880	6880	20.1	-58.5711	-34.4970
San Isidro	0892A	12869	5921	18790	1	6948	6948	37.0	-58.5477	-34.5153
San Isidro	0893	14304	5906	20210	1	8398	8398	41.6	-58.5498	-34.4789
San Isidro	0894	2729	325	3054	1	2404	2404	78.7	-58.5003	-34.4727
San Isidro	0895	10875	936	11811	1	9939	9939	84.2	-58.4916	-34.4845
San Nicolás	0901	13209	6114	19323	1	7095	7095	36.7	-60.2089	-33.3256
San Nicolás	0901A	2350	3436	5786	-1	1086	-1086	18.8	-60.2297	-33.3100
San Nicolás	0901B	5310	4370	9680	1	940	940	9.7	-60.1916	-33.3443
San Nicolás	0902	2299	1797	4096	1	502	502	12.3	-60.1839	-33.3778
San Nicolás	0903	1363	1935	3298	-1	572	-572	17.3	-60.2081	-33.3772
San Nicolás	0904	4232	5385	9617	-1	1153	-1153	12.0	-60.2498	-33.3478
San Nicolás	0905	1402	3558	4960	-1	2156	-2156	43.5	-60.2550	-33.2954
San Nicolás	0906	805	662	1467	1	143	143	9.7	-60.2821	-33.4602
San Nicolás	0907	234	418	652	-1	184	-184	28.2	-60.2707	-33.3947
San Nicolás	0908	310	237	547	1	73	73	13.3	-60.2140	-33.4565
San Nicolás	0909	178	47	225	1	131	131	58.2	-60.3033	-33.5103
San Nicolás	0910	713	249	962	1	464	464	48.2	-60.3561	-33.5842
San Nicolás	0911	1276	1288	2564	-1	12	-12	0.5	-60.2972	-33.3656
San Pedro	0913	13492	6748	20240	1	6744	6744	33.3	-59.6212	-33.6798
San Pedro	0914	517	470	987	1	47	47	4.8	-59.6247	-33.7768
San Pedro	0915	365	210	575	1	155	155	27.0	-59.7125	-33.7189
San Pedro	0916	24	20	44	1	4	4	9.1	-59.7769	-33.6569
San Pedro	0917	582	576	1158	1	6	6	0.5	-59.8360	-33.6361
San Pedro	0918	79	38	117	1	41	41	35.0	-59.7097	-33.8247
San Pedro	0919	22	13	35	1	9	9	25.7	-59.8556	-33.7234
San Pedro	0920	212	138	350	1	74	74	21.1	-59.7663	-33.9304
San Pedro	0921	6	0	6	1	6	6	100.0	-59.9370	-33.7450
San Pedro	0922	715	434	1149	1	281	281	24.5	-59.8845	-33.8663
San Pedro	0922A	1	1	2	0	0	0	0.0	-59.9730	-33.7937
San Vicente	0924	5179	5247	10426	-1	68	-68	0.7	-58.4502	-35.0595
San Vicente	0925	3750	6355	10105	-1	2605	-2605	25.8	-58.3481	-34.9687
San Vicente	0926	401	653	1054	-1	252	-252	23.9	-58.3177	-35.0476
San Vicente	0927	5	3	8	1	2	2	25.0	-58.5054	-35.1381
Suipacha	0929	2339	1907	4246	1	432	432	10.2	-59.6694	-34.7689
Suipacha	0929A	39	12	51	1	27	27	52.9	-59.5970	-34.8630
Suipacha	0930	27	18	45	1	9	9	20.0	-59.7995	-34.7005
Suipacha	0931	201	172	373	1	29	29	7.8	-59.7741	-34.5936
Tandil	0933	33499	19569	53068	1	13930	13930	26.2	-59.2247	-37.2499
Tandil	0934	56	12	68	1	44	44	64.7	-58.8760	-37.4396
Tandil	0935	30	7	37	1	23	23	62.2	-58.9286	-37.2776
Tandil	0936	13	3	16	1	10	10	62.5	-59.0323	-37.6262
Tandil	0937	541	442	983	1	99	99	10.1	-59.5044	-37.2991
Tandil	0938	52	23	75	1	29	29	38.7	-59.2281	-37.5055
Tandil	0939	49	11	60	1	38	38	63.3	-59.2526	-37.0422
Tandil	0940	215	100	315	1	115	115	36.5	-59.3974	-37.2007
Tapalqué	0944	2064	1877	3941	1	187	187	4.7	-60.0897	-36.2988
Tapalqué	0945	18	10	28	1	8	8	28.6	-59.9563	-36.3889
Tapalqué	0946	6	3	9	1	3	3	33.3	-59.7445	-36.2224
Tapalqué	0947	22	39	61	-1	17	-17	27.9	-59.5381	-36.1271
Tapalqué	0948	8	1	9	1	7	7	77.8	-60.5533	-36.3382
Tapalqué	0949	71	118	189	-1	47	-47	24.9	-60.1720	-36.5584
Tordillo	0951	508	452	960	1	56	56	5.8	-57.2776	-36.3945
Tornquist	0953	2418	881	3299	1	1537	1537	46.6	-62.1071	-38.1437
Tornquist	0954	219	21	240	1	198	198	82.5	-62.5551	-38.2929
Tornquist	0955	532	202	734	1	330	330	45.0	-61.8431	-38.3125
Tornquist	0955A	819	288	1107	1	531	531	48.0	-61.8438	-38.1465
Tornquist	0955B	208	90	298	1	118	118	39.6	-61.9173	-38.0779
Tornquist	0956	90	15	105	1	75	75	71.4	-62.1256	-38.3476
Trenque Lauquén	0957	9777	6406	16183	1	3371	3371	20.8	-62.7392	-35.9611
Trenque Lauquén	0958	187	197	384	-1	10	-10	2.6	-62.4663	-35.8903
Trenque Lauquén	0959	3	1	4	1	2	2	50.0	-62.7850	-35.7948
Trenque Lauquén	0959A	2	0	2	1	2	2	100.0	-62.6322	-35.6726
Trenque Lauquén	0960	6	5	11	1	1	1	9.1	-62.9469	-36.0922
Trenque Lauquén	0961	1218	806	2024	1	412	412	20.4	-62.5651	-36.2211
Trenque Lauquén	0961A	12	1	13	1	11	11	84.6	-62.4870	-36.3700
Trenque Lauquén	0961B	4	3	7	1	1	1	14.3	-62.2649	-36.1321
Trenque Lauquén	0961C	12	1	13	1	11	11	84.6	-62.7639	-36.2969
Tres Arroyos	0964	12096	9079	21175	1	3017	3017	14.2	-60.2591	-38.4144
Tres Arroyos	0968	13	7	20	1	6	6	30.0	-60.3137	-38.2836
Tres Arroyos	0969	141	102	243	1	39	39	16.0	-60.3431	-38.5145
Tres Arroyos	0970	6	4	10	1	2	2	20.0	-60.0047	-38.3058
Tres Arroyos	0972	640	431	1071	1	209	209	19.5	-59.7934	-38.7005
Tres Arroyos	0973	137	116	253	1	21	21	8.3	-60.1126	-38.7768
Tres Arroyos	0973A	351	312	663	1	39	39	5.9	-60.1528	-38.8544
Tres Arroyos	0974	5	0	5	1	5	5	100.0	-60.0062	-38.5750
Tres Arroyos	0975	292	149	441	1	143	143	32.4	-60.4418	-38.7517
Tres Arroyos	0975A	13	7	20	1	6	6	30.0	-60.2462	-38.6659
Tres Arroyos	0975B	110	99	209	1	11	11	5.3	-60.3658	-38.8893
Tres Arroyos	0976	2	0	2	1	2	2	100.0	-60.5743	-38.3549
Tres Arroyos	0977	2	0	2	1	2	2	100.0	-60.3635	-38.1574
Tres Arroyos	0978	2	0	2	1	2	2	100.0	-60.6692	-38.2018
Veinticinco de Mayo	0980	6982	4121	11103	1	2861	2861	25.8	-60.1647	-35.4268
Veinticinco de Mayo	0981	39	19	58	1	20	20	34.5	-60.0194	-35.4490
Veinticinco de Mayo	0982	0	0	0	0	0	0	#DIV/0!	-59.8769	-35.3690
Veinticinco de Mayo	0983	1240	690	1930	1	550	550	28.5	-59.7399	-35.2883
Veinticinco de Mayo	0984	719	232	951	1	487	487	51.2	-59.6057	-35.2673
Veinticinco de Mayo	0985	125	74	199	1	51	51	25.6	-60.0056	-35.2347
Veinticinco de Mayo	0986	19	14	33	1	5	5	15.2	-60.3190	-35.4024
Veinticinco de Mayo	0987	0	0	0	0	0	0	#DIV/0!	-60.1928	-35.6496
Veinticinco de Mayo	0988	295	147	442	1	148	148	33.5	-60.4192	-35.5947
Veinticinco de Mayo	0989	78	71	149	1	7	7	4.7	-60.5944	-35.7378
Veinticinco de Mayo	0990	108	35	143	1	73	73	51.0	-60.4061	-35.8218
Veinticinco de Mayo	0991	189	150	339	1	39	39	11.5	-60.6435	-35.8826
Vicente López	0993	12933	2529	15462	1	10404	10404	67.3	-58.4965	-34.5151
Vicente López	0994	6165	1285	7450	1	4880	4880	65.5	-58.4769	-34.5199
Vicente López	0995	7697	1931	9628	1	5766	5766	59.9	-58.4884	-34.5268
Vicente López	0996	11395	3097	14492	1	8298	8298	57.3	-58.5026	-34.5293
Vicente López	0997	4511	1334	5845	1	3177	3177	54.4	-58.4721	-34.5328
Vicente López	0998	6818	2555	9373	1	4263	4263	45.5	-58.4913	-34.5413
Vicente López	0999	10768	7179	17947	1	3589	3589	20.0	-58.5130	-34.5490
Vicente López	1000	15327	7057	22384	1	8270	8270	36.9	-58.5335	-34.5295
Vicente López	1001	18628	5585	24213	1	13043	13043	53.9	-58.5016	-34.5068
Villarino	1007	1255	934	2189	1	321	321	14.7	-62.6933	-38.8078
Villarino	1008	777	300	1077	1	477	477	44.3	-63.1183	-38.8939
Villarino	1009	120	9	129	1	111	111	86.0	-62.8190	-39.1980
Villarino	1010	1160	715	1875	1	445	445	23.7	-62.2966	-39.4244
Villarino	1011	2036	819	2855	1	1217	1217	42.6	-62.7462	-39.4591
Villarino	1011A	831	645	1476	1	186	186	12.6	-62.6561	-39.3531
Zárate	1013	6987	4614	11601	1	2373	2373	20.5	-59.0235	-34.0961
Zárate	1013A	21	69	90	-1	48	-48	53.3	-59.0814	-33.9240
Zárate	1014	4889	8077	12966	-1	3188	-3188	24.6	-59.0449	-34.1347
Zárate	1015	2158	1668	3826	1	490	490	12.8	-59.0098	-34.1051
Zárate	1016	935	890	1825	1	45	45	2.5	-58.9930	-34.1224
Zárate	1017	3873	6418	10291	-1	2545	-2545	24.7	-59.0747	-34.0923
Zárate	1018	2156	2674	4830	-1	518	-518	10.7	-59.0429	-34.0854
Zárate	1019	109	110	219	-1	1	-1	0.5	-59.1729	-34.1582
Zárate	1020	9	15	24	-1	6	-6	25.0	-59.1140	-34.0567
Zárate	1021	1667	4056	5723	-1	2389	-2389	41.7	-59.2300	-34.0303
