fecha	carrera
10-08-2009	Ingeniería Industrial
30-04-1992	Ingeniería Naval
28-03-2000	Ingeniería Industrial
28-08-2007	Ingeniería Química
15-07-1996	Ingeniería Industrial
06-05-1985	Ingeniería Industrial
01-09-2011	Ingeniería Industrial
18-12-2014	Lic.en Administración y Sistemas
26-04-1994	Ingeniería Electrónica
19-02-2015	Lic.en Administración y Sistemas
14-07-2010	Ingeniería en Informática
21-12-1979	Ingeniería Industrial
19-10-2010	Ingeniería Industrial
01-12-1984	Licenciatura en Oceanografía
22-12-2001	Ingeniería Química
22-12-1993	Licenciatura en Informática
01-12-1977	Ingeniería en Armas
18-07-2005	Ingeniería Mecánica
27-11-2009	Ingeniería Industrial
01-12-1975	Ingeniería Industrial
01-03-1990	Ingeniería Industrial
01-12-1975	Ingeniería Industrial
01-10-1983	Licenciatura en Oceanografía
05-09-2012	Ingeniería Mecánica
01-12-1971	Ingeniería Industrial
19-03-2012	Ingeniería en Petróleo
19-02-2013	Ingeniería Industrial
01-12-1971	Ingeniería Industrial
24-06-1994	Ingeniería Industrial
24-11-1993	Licenciatura en Oceanografía
26-06-2009	Ingeniería Industrial
15-08-2009	Ingeniería en Petróleo
21-07-2016	Ingeniería Química
17-07-2012	Lic.en Administración y Sistemas
01-12-1970	Ingeniería Industrial
04-05-1999	Ingeniería Química
21-12-2009	Ingeniería Industrial
17-07-1997	Ingeniería Química
02-08-2013	Ingeniería Industrial
01-03-1983	Ingeniería Mecánica
21-08-2007	Ingeniería Industrial
19-08-2014	Ingeniería Electrónica
02-01-2015	Ingeniería Industrial
20-12-1995	Ingeniería Industrial
22-02-2011	Ingeniería Electrónica
21-07-2006	Ingeniería Industrial
18-03-2009	Ingeniería Electrónica
07-08-2015	Ingeniería Industrial
23-10-2002	Ingeniería en Informática
01-12-1969	Ingeniería Electrónica
06-08-1997	Ingeniería Electrónica
07-05-2002	Ingeniería Mecánica
01-12-1980	Ingeniería Electrónica
23-12-2010	Ingeniería Industrial
12-08-2010	Ingeniería Industrial
26-07-2013	Ingeniería Industrial
02-10-2013	Ingeniería Industrial
01-12-1968	Ingeniería Industrial
19-06-2003	Ingeniería Mecánica
02-09-2011	Ingeniería Industrial
10-08-2006	Ingeniería Mecánica
22-04-2003	Ingeniería Electrónica
17-05-1993	Ingeniería Mecánica
14-07-1994	Ingeniería Industrial
03-07-2015	Ingeniería Industrial
02-12-1986	Licenciatura en Análisis de Sistemas
21-07-2006	Ingeniería Electrónica
01-04-2004	Ingeniería Industrial
21-12-1993	Ingeniería Industrial
08-02-1995	Licenciatura en Informática
22-12-1997	Ingeniería Industrial
27-08-1996	Ingeniería Electrónica
18-07-2012	Ingeniería Química
22-05-1998	Ingeniería Industrial
03-09-1997	Ingeniería Industrial
15-03-2016	Ingeniería Química
27-06-2012	Ingeniería Industrial
11-12-2015	Ingeniería Industrial
16-07-2012	Ingeniería Naval
19-12-2005	Ingeniería en Informática
14-02-2008	Ingeniería en Informática
08-08-2002	Ingeniería Industrial
12-12-2008	Ingeniería en Informática
09-03-1992	Ingeniería Industrial
12-02-2007	Ingeniería Mecánica
01-12-1971	Ingeniería Industrial
28-06-1994	Ingeniería Industrial
08-06-1999	Ingeniería Electrónica
19-03-2015	Ingeniería en Informática
16-08-2000	Ingeniería Electrónica
04-09-2012	Ingeniería Industrial
01-12-1969	Ingeniería Industrial
01-03-1966	Ingeniería Electrónica
18-12-2012	Ingeniería Industrial
20-12-1996	Ingeniería Industrial
22-12-1992	Licenciatura en Informática
10-11-1994	Ingeniería Industrial
23-04-2013	Ingeniería Industrial
02-10-2012	Ingeniería en Petróleo
10-08-1999	Ingeniería Electrónica
30-08-2005	Ingeniería Industrial
01-12-1973	Ingeniería Industrial
05-05-1994	Ingeniería Industrial
01-12-1972	Ingeniería Industrial
21-12-2009	Lic.en Administración y Sistemas
01-07-1983	Ingeniería Industrial
29-12-1986	Ingeniería Química
16-12-1992	Ingeniería Industrial
25-02-1992	Ingeniería Industrial
19-12-2011	Lic.en Administración y Sistemas
17-02-2003	Ingeniería Mecánica
07-06-2010	Ingeniería en Petróleo
30-08-2011	Ingeniería Industrial
11-04-1994	Ingeniería en Petróleo
31-08-2007	Ingeniería Mecánica
01-10-1992	Ingeniería Industrial
10-07-2014	Ingeniería Química
14-08-1996	Ingeniería Electrónica
02-05-1985	Ingeniería Química
17-12-1990	Ingeniería Industrial
31-08-2011	Ingeniería en Petróleo
07-03-1995	Ingeniería Eléctrica
06-07-1999	Ingeniería Electrónica
28-12-2005	Ingeniería Química
20-12-2004	Ingeniería en Informática
14-08-1995	Ingeniería en Petróleo
21-07-1997	Ingeniería Industrial
10-08-1999	Ingeniería Electrónica
13-07-1999	Ingeniería Industrial
17-05-1993	Ingeniería Industrial
27-02-1995	Ingeniería Mecánica
02-08-1984	Ingeniería Industrial
02-08-1984	Ingeniería Química
15-02-2011	Lic.en Administración y Sistemas
17-11-2011	Ingeniería Industrial
12-12-1991	Licenciatura en Informática
03-04-2000	Ingeniería Industrial
01-07-2011	Ingeniería Electrónica
24-10-1991	Licenciatura en Informática
02-12-1986	Licenciatura en Análisis de Sistemas
05-07-1995	Ingeniería Industrial
15-02-2007	Lic.en Administración y Sistemas
13-08-2010	Ingeniería Electrónica
14-02-2008	Ingeniería en Informática
20-12-1988	Ingeniería Electrónica
21-03-1994	Ingeniería en Petróleo
19-08-1985	Ingeniería Industrial
18-09-1984	Ingeniería Industrial
08-08-2011	Ingeniería Industrial
20-12-2011	Ingeniería Química
18-07-1995	Ingeniería Industrial
24-08-2004	Ingeniería Electrónica
28-07-2010	Ingeniería Mecánica
18-07-2001	Ingeniería Industrial
21-08-2012	Ingeniería Industrial
01-03-2013	Ingeniería Industrial
04-06-2003	Ingeniería Electrónica
01-04-2004	Ingeniería Industrial
07-03-2012	Ingeniería Industrial
01-12-1972	Ingeniería Industrial
01-12-1975	Ingeniería Industrial
01-12-1970	Ingeniería Industrial
10-10-1986	Ingeniería Naval
05-07-1995	Ingeniería Electrónica
20-12-2013	Lic.en Administración y Sistemas
28-08-2009	Ingeniería Mecánica
07-03-2008	Ingeniería Industrial
29-12-1997	Ingeniería Industrial
08-07-2014	Ingeniería en Petróleo
04-08-1998	Ingeniería Mecánica
01-04-1974	Ingeniería Electrónica
08-05-2000	Ingeniería Industrial
22-09-2000	Ingeniería Industrial
26-07-1999	Ingeniería Industrial
13-08-2015	Ingeniería Industrial
21-12-1989	Ingeniería Industrial
31-12-1989	Ingeniería Química
17-03-1999	Ingeniería en Petróleo
29-04-1987	Ingeniería Industrial
30-03-1985	Ingeniería Industrial
01-04-1983	Ingeniería Electrónica
05-05-2003	Ingeniería Industrial
12-08-2002	Ingeniería Química
22-07-1995	Ingeniería Industrial
27-06-1997	Ingeniería Industrial
27-07-2004	Ingeniería Industrial
01-12-1974	Ingeniería Electrónica
23-06-2014	Ingeniería Electrónica
11-07-2002	Ingeniería Industrial
21-07-2014	Ingeniería Química
01-08-2008	Ingeniería Electrónica
14-09-2005	Ingeniería Electrónica
14-08-2001	Ingeniería Industrial
28-12-1986	Ingeniería Industrial
07-06-2012	Ingeniería en Petróleo
18-12-2014	Lic.en Administración y Sistemas
01-12-1971	Ingeniería Industrial
24-07-2000	Ingeniería Industrial
26-03-1997	Ingeniería Industrial
17-03-1995	Ingeniería Química
25-08-1995	Ingeniería Electrónica
26-10-2010	Ingeniería en Informática
27-05-2004	Ingeniería Mecánica
28-06-1988	Ingeniería Electrónica
24-07-2000	Ingeniería Electrónica
07-07-1997	Ingeniería Industrial
18-10-2010	Ingeniería en Informática
30-04-2015	Ingeniería Mecánica
01-03-1971	Ingeniería en Armas
02-12-1986	Licenciatura en Análisis de Sistemas
02-12-1987	Licenciatura en Análisis de Sistemas
15-10-2013	Ingeniería Industrial
01-12-1970	Ingeniería Electrónica
20-12-2012	Lic.en Administración y Sistemas
19-07-1991	Licenciatura en Informática
29-08-2009	Ingeniería en Informática
24-08-2004	Ingeniería Electrónica
19-06-2002	Ingeniería Industrial
02-12-1987	Licenciatura en Análisis de Sistemas
21-08-2009	Ingeniería Química
04-08-2016	Ingeniería Electrónica
27-04-1995	Licenciatura en Oceanografía
02-12-1986	Licenciatura en Análisis de Sistemas
21-03-1994	Ingeniería en Petróleo
03-06-2015	Ingeniería Electrónica
02-05-1995	Ingeniería Industrial
27-11-1989	Ingeniería Industrial
26-10-2011	Ingeniería Industrial
15-08-2007	Ingeniería Industrial
19-07-1994	Ingeniería en Petróleo
01-09-2005	Ingeniería Industrial
15-12-2004	Ingeniería Industrial
11-07-2012	Ingeniería Industrial
01-03-1965	Licenciatura en Oceanografía
19-02-1993	Licenciatura en Informática
22-12-1992	Licenciatura en Informática
30-03-2005	Ingeniería Industrial
04-07-2014	Ingeniería Industrial
01-08-1983	Ingeniería Industrial
01-12-1969	Ingeniería Industrial
03-08-2001	Ingeniería Electrónica
31-07-2002	Ingeniería Electrónica
08-07-2015	Ingeniería Industrial
28-04-2014	Ingeniería Mecánica
19-02-2016	Lic.en Administración y Sistemas
01-07-1981	Ingeniería Mecánica
01-11-1981	Ingeniería Eléctrica
04-04-2006	Ingeniería Electrónica
22-12-1995	Ingeniería Mecánica
05-07-1996	Licenciatura en Informática
13-04-2011	Ingeniería Industrial
07-08-2007	Ingeniería Industrial
25-07-2013	Ingeniería Electrónica
26-03-2007	Ingeniería en Petróleo
07-08-2002	Ingeniería Industrial
06-08-1997	Ingeniería Electrónica
12-08-2002	Ingeniería Química
22-06-1996	Ingeniería Industrial
01-08-2001	Ingeniería Industrial
01-04-1970	Ingeniería Industrial
22-12-1993	Licenciatura en Informática
30-07-1996	Ingeniería Industrial
03-08-2000	Ingeniería Industrial
14-08-1998	Ingeniería Química
01-05-1979	Ingeniería Naval
18-12-2009	Lic.en Administración y Sistemas
31-03-1995	Ingeniería en Petróleo
01-06-1983	Ingeniería Industrial
01-12-1968	Ingeniería Electrónica
22-07-2016	Ingeniería Química
04-08-2004	Ingeniería Industrial
07-08-2014	Ingeniería Industrial
01-03-1966	Ingeniería en Armas
05-09-2012	Ingeniería Industrial
30-08-2008	Ingeniería Industrial
16-12-1991	Ingeniería Industrial
15-07-2002	Ingeniería Mecánica
22-09-2011	Lic.en Administración y Sistemas
29-07-2005	Ingeniería Química
03-03-2010	Lic.en Administración y Sistemas
04-08-2004	Ingeniería Industrial
20-03-2001	Ingeniería en Informática
10-08-2006	Ingeniería Química
17-08-2010	Ingeniería Industrial
22-06-1995	Ingeniería Electrónica
30-07-1992	Ingeniería Industrial
16-08-2000	Ingeniería Industrial
01-12-1974	Ingeniería Industrial
26-12-2002	Ingeniería Química
01-04-1983	Ingeniería Electrónica
18-12-1991	Ingeniería Química
19-08-2014	Ingeniería Electrónica
27-07-2004	Ingeniería Industrial
07-08-2002	Ingeniería Electrónica
19-07-1991	Licenciatura en Informática
31-03-1984	Ingeniería Mecánica
26-05-1993	Ingeniería Electrónica
12-06-1985	Ingeniería Industrial
26-02-2013	Ingeniería Química
25-09-2014	Ingeniería Química
19-08-2014	Ingeniería Industrial
20-04-2015	Lic.en Administración y Sistemas
09-08-2004	Ingeniería Industrial
16-07-1998	Ingeniería Industrial
30-12-1983	Ingeniería Electrónica
01-12-1975	Ingeniería Industrial
10-05-2001	Ingeniería Industrial
12-12-1991	Ingeniería Industrial
18-07-2005	Ingeniería Mecánica
20-05-1999	Ingeniería Electrónica
20-08-1999	Ingeniería Química
21-12-1995	Ingeniería Industrial
02-12-1986	Licenciatura en Análisis de Sistemas
02-12-1986	Licenciatura en Análisis de Sistemas
07-06-2013	Ingeniería Química
13-04-1998	Ingeniería en Petróleo
09-03-2005	Ingeniería Industrial
20-08-1999	Ingeniería Química
29-06-1999	Ingeniería Industrial
24-07-1996	Ingeniería Electrónica
22-12-1993	Ingeniería Química
20-07-1994	Ingeniería en Petróleo
15-02-1995	Licenciatura en Informática
26-07-2004	Ingeniería Química
01-04-1967	Ingeniería Electrónica
24-11-2011	Ingeniería Industrial
01-12-1978	Ingeniería Electrónica
23-12-1993	Ingeniería Industrial
01-12-1978	Ingeniería Industrial
01-12-1980	Ingeniería Electrónica
17-05-2011	Lic.en Administración y Sistemas
12-03-1986	Ingeniería Electrónica
12-07-2002	Ingeniería Industrial
14-08-1998	Ingeniería Química
01-03-1982	Ingeniería Industrial
19-07-2012	Ingeniería en Informática
01-12-1983	Ingeniería Electrónica
23-02-2012	Ingeniería Química
06-08-1992	Ingeniería Electrónica
22-12-1993	Licenciatura en Informática
20-12-2010	Lic.en Administración y Sistemas
21-08-2013	Ingeniería Industrial
01-04-1984	Ingeniería Electrónica
06-03-2002	Ingeniería en Informática
27-07-2004	Ingeniería en Informática
01-12-1983	Ingeniería Industrial
03-09-2007	Ingeniería Mecánica
16-09-2011	Ingeniería Industrial
22-12-2001	Ingeniería Industrial
28-11-2006	Ingeniería Industrial
24-07-2012	Ingeniería Electrónica
01-11-1982	Ingeniería Industrial
21-07-2016	Lic.en Administración y Sistemas
11-05-1990	Licenciatura en Oceanografía
29-09-1987	Licenciatura en Análisis de Sistemas
30-07-1997	Ingeniería Electrónica
26-06-1996	Ingeniería Industrial
24-09-1986	Ingeniería Industrial
17-07-1993	Ingeniería Industrial
08-03-2010	Ingeniería Industrial
12-05-1993	Ingeniería Química
01-07-1981	Licenciatura en Oceanografía
22-02-2013	Lic.en Administración y Sistemas
22-07-1993	Ingeniería Electrónica
05-07-2013	Ingeniería Industrial
02-08-2016	Ingeniería Industrial
29-12-2008	Ingeniería Industrial
22-12-2008	Lic.en Administración y Sistemas
13-07-2012	Lic.en Administración y Sistemas
01-04-2004	Ingeniería Industrial
01-03-1974	Ingeniería Industrial
05-08-1998	Ingeniería Electrónica
21-12-2012	Ingeniería en Informática
19-08-2010	Ingeniería Industrial
07-03-1996	Ingeniería Industrial
26-05-2009	Ingeniería Industrial
21-12-2000	Ingeniería Industrial
09-02-2009	Ingeniería en Informática
22-12-1997	Ingeniería Industrial
02-09-2011	Ingeniería Industrial
23-12-1991	Ingeniería Industrial
22-12-1993	Ingeniería Industrial
23-08-2005	Ingeniería Industrial
09-09-2011	Ingeniería Industrial
04-08-1998	Ingeniería Industrial
29-08-2009	Ingeniería en Informática
28-06-1994	Ingeniería Mecánica
28-06-2016	Ingeniería Industrial
18-08-2006	Ingeniería Industrial
20-02-1990	Ingeniería Industrial
06-03-2002	Ingeniería Industrial
28-03-2016	Ingeniería Industrial
17-08-2011	Ingeniería Electrónica
27-12-2012	Ingeniería en Petróleo
20-03-2001	Ingeniería en Informática
14-04-2015	Ingeniería Química
17-07-1996	Ingeniería Química
30-08-2011	Ingeniería en Informática
01-12-1979	Ingeniería Electrónica
19-07-2016	Lic.en Administración y Sistemas
28-08-2009	Lic.en Administración y Sistemas
08-06-1995	Ingeniería Electrónica
01-03-1983	Ingeniería Electrónica
26-02-2010	Ingeniería Industrial
01-04-1982	Licenciatura en Oceanografía
17-07-1997	Ingeniería Industrial
31-08-2010	Ingeniería en Informática
21-07-2004	Ingeniería Química
30-08-2013	Ingeniería Industrial
17-12-2012	Lic.en Administración y Sistemas
15-10-2013	Ingeniería Industrial
22-12-2015	Ingeniería Industrial
23-05-1989	Ingeniería Mecánica
14-09-2005	Ingeniería Electrónica
18-07-2001	Ingeniería Química
22-12-2006	Ingeniería Industrial
30-12-2014	Ingeniería Industrial
23-06-2015	Ingeniería Química
11-02-2016	Lic.en Administración y Sistemas
14-12-2015	Ingeniería en Petróleo
03-05-1990	Ingeniería Industrial
23-12-1992	Ingeniería Industrial
20-08-1999	Ingeniería Química
22-02-2016	Ingeniería en Petróleo
04-08-2011	Ingeniería Química
13-04-2011	Ingeniería en Petróleo
17-12-1991	Ingeniería Industrial
28-08-2007	Ingeniería Química
01-03-1969	Ingeniería Electrónica
29-07-2005	Ingeniería Química
10-08-2015	Ingeniería en Petróleo
23-12-2003	Ingeniería Química
07-08-2002	Ingeniería Electrónica
01-12-1978	Ingeniería Electrónica
12-02-1993	Licenciatura en Informática
01-12-1976	Ingeniería Industrial
01-03-1982	Ingeniería Naval
14-04-2016	Ingeniería en Petróleo
24-08-2007	Ingeniería Industrial
29-09-1987	Licenciatura en Análisis de Sistemas
20-07-2007	Ingeniería Electrónica
17-02-2003	Ingeniería Industrial
05-08-2014	Ingeniería Mecánica
17-07-2014	Ingeniería Industrial
17-07-1997	Ingeniería Industrial
09-12-2015	Ingeniería Industrial
26-07-2001	Ingeniería Industrial
09-03-1994	Ingeniería Industrial
01-04-1980	Ingeniería Industrial
01-12-1979	Ingeniería Industrial
01-12-1972	Ingeniería Industrial
26-05-2010	Ingeniería en Petróleo
17-02-2009	Lic.en Administración y Sistemas
15-07-2003	Ingeniería Industrial
17-07-2012	Ingeniería Industrial
26-07-2013	Ingeniería Industrial
01-07-1984	Ingeniería Industrial
07-08-2007	Ingeniería en Petróleo
17-02-2003	Ingeniería Industrial
28-06-1994	Ingeniería Industrial
01-07-2010	Ingeniería Industrial
20-02-1996	Ingeniería Industrial
10-07-2015	Lic.en Administración y Sistemas
29-09-1987	Licenciatura en Análisis de Sistemas
01-11-2002	Ingeniería Industrial
18-12-2012	Lic.en Administración y Sistemas
26-05-1999	Ingeniería Industrial
22-05-2003	Ingeniería Industrial
01-05-1976	Ingeniería Electrónica
10-05-2013	Ingeniería en Petróleo
14-08-1998	Ingeniería Química
01-03-1980	Licenciatura en Oceanografía
10-07-1993	Ingeniería Electrónica
01-06-1999	Ingeniería Industrial
19-12-2014	Lic.en Administración y Sistemas
21-08-2009	Ingeniería Química
20-12-1991	Ingeniería Química
08-07-2015	Ingeniería Industrial
01-12-1976	Ingeniería Industrial
01-12-1977	Ingeniería Química
12-07-2011	Ingeniería Química
28-06-2012	Ingeniería Industrial
09-12-2013	Ingeniería en Informática
11-08-2016	Ingeniería Industrial
15-02-1990	Ingeniería Industrial
06-04-1992	Ingeniería Industrial
11-04-1994	Ingeniería Industrial
15-07-2002	Ingeniería Industrial
26-07-2004	Ingeniería Industrial
17-07-2014	Ingeniería Industrial
24-08-2004	Ingeniería Mecánica
19-12-2014	Ingeniería Industrial
04-04-1995	Ingeniería Industrial
21-08-2014	Ingeniería Industrial
11-06-2015	Ingeniería Industrial
01-03-1974	Ingeniería en Armas
01-01-1970	Ingeniería Eléctrica
27-02-1985	Ingeniería Mecánica
12-07-2002	Ingeniería Industrial
11-12-2013	Ingeniería Química
30-04-2001	Ingeniería Industrial
20-12-2011	Lic.en Administración y Sistemas
01-04-1968	Ingeniería Industrial
27-07-2012	Ingeniería en Informática
31-05-1996	Ingeniería Industrial
24-06-1994	Ingeniería Industrial
11-07-2006	Ingeniería Química
01-12-1972	Ingeniería Industrial
01-08-2001	Ingeniería Industrial
04-08-1998	Ingeniería en Informática
01-12-1976	Ingeniería Electrónica
01-03-1978	Licenciatura en Oceanografía
07-05-1985	Ingeniería Industrial
01-05-1994	Ingeniería Mecánica
01-12-1995	Ingeniería Industrial
30-03-2005	Ingeniería Industrial
