fecha	carrera
21-05-1997	Ingeniería Electrónica
01-04-1967	Ingeniería Electrónica
21-06-2006	Ingeniería Mecánica
14-09-2005	Ingeniería Electrónica
13-05-1997	Ingeniería Industrial
24-07-1996	Ingeniería Electrónica
23-12-1991	Ingeniería Industrial
10-08-1995	Ingeniería Electrónica
18-12-1991	Ingeniería Industrial
01-09-1985	Licenciatura en Oceanografía
08-11-2013	Ingeniería Industrial
09-08-2000	Ingeniería Electrónica
02-08-2013	Ingeniería Industrial
01-05-1984	Ingeniería Industrial
01-03-1984	Ingeniería Mecánica
01-12-1978	Ingeniería Eléctrica
01-12-1978	Ingeniería Mecánica
29-12-1997	Ingeniería Industrial
06-08-1997	Ingeniería Industrial
16-03-2004	Ingeniería Industrial
02-02-2012	Ingeniería Industrial
03-05-2016	Ingeniería Industrial
07-06-1989	Ingeniería Electrónica
01-12-1968	Ingeniería Electrónica
10-10-2007	Ingeniería Electrónica
11-08-2008	Ingeniería Mecánica
10-07-1998	Ingeniería Industrial
10-04-2013	Ingeniería Eléctrica
21-03-1985	Ingeniería Química
18-12-2012	Ingeniería Química
30-07-1996	Ingeniería Industrial
11-08-2005	Ingeniería Química
03-08-2000	Ingeniería Industrial
27-07-1999	Ingeniería Industrial
05-09-2013	Ingeniería Mecánica
07-07-1997	Ingeniería Industrial
01-12-1966	Licenciatura en Oceanografía
23-06-1999	Ingeniería en Informática
16-04-2001	Ingeniería Mecánica
03-02-2016	Ingeniería Mecánica
14-05-2012	Ingeniería Química
27-12-2010	Ingeniería Industrial
16-08-2013	Ingeniería Industrial
08-06-2015	Ingeniería Industrial
14-07-2015	Lic.en Administración y Sistemas
01-09-1984	Ingeniería Eléctrica
22-07-1985	Ingeniería Mecánica
31-08-2006	Ingeniería Industrial
04-09-2003	Ingeniería Electrónica
10-03-2006	Ingeniería Industrial
12-12-1996	Ingeniería Industrial
30-06-2016	Ingeniería Industrial
01-12-1990	Ingeniería Mecánica
15-07-1992	Ingeniería Industrial
28-08-2007	Ingeniería Química
15-12-2015	Ingeniería en Petróleo
14-08-2015	Ingeniería Industrial
16-07-1997	Ingeniería Industrial
06-10-2011	Ingeniería Industrial
26-07-2001	Ingeniería Industrial
04-08-2016	Ingeniería Industrial
24-05-2004	Ingeniería Industrial
18-07-2012	Ingeniería Industrial
25-07-2011	Ingeniería Industrial
21-06-2016	Ingeniería en Petróleo
29-08-2014	Ingeniería Industrial
19-06-2014	Ingeniería Mecánica
18-12-2013	Ingeniería en Petróleo
05-05-1994	Ingeniería Industrial
02-02-2012	Ingeniería Industrial
03-04-2000	Ingeniería Industrial
10-06-1998	Ingeniería Industrial
15-08-2007	Ingeniería Electrónica
14-08-2001	Ingeniería Industrial
24-03-2000	Ingeniería Industrial
06-07-2011	Ingeniería Química
12-06-1998	Ingeniería Industrial
17-07-1997	Ingeniería Industrial
07-05-2014	Ingeniería Industrial
29-08-2013	Ingeniería Industrial
01-12-1974	Ingeniería Industrial
20-03-2001	Ingeniería Electrónica
13-07-2001	Ingeniería Química
06-04-1999	Ingeniería Electrónica
16-09-2003	Ingeniería Industrial
26-05-2010	Lic.en Administración y Sistemas
31-03-1978	Licenciatura en Ciencias Meteorológicas
18-02-2016	Lic.en Administración y Sistemas
23-03-2012	Ingeniería Industrial
01-07-2013	Ingeniería Industrial
01-12-1981	Ingeniería Industrial
01-12-1981	Ingeniería Mecánica
01-12-1973	Licenciatura en Oceanografía
14-08-1998	Ingeniería Química
21-12-1972	Ingeniería Industrial
01-08-1977	Ingeniería en Armas
28-09-2007	Ingeniería Industrial
01-03-1981	Ingeniería Electrónica
04-08-2016	Ingeniería Electrónica
29-04-1997	Licenciatura en Oceanografía
13-07-2015	Lic.en Administración y Sistemas
23-02-1995	Ingeniería Química
29-08-2008	Ingeniería Electrónica
18-08-1992	Ingeniería Industrial
01-03-1982	Ingeniería Industrial
30-07-2015	Ingeniería en Informática
18-08-2015	Ingeniería Industrial
05-05-2003	Ingeniería Industrial
17-11-1998	Ingeniería Industrial
25-02-1992	Ingeniería Industrial
01-09-2005	Ingeniería Industrial
22-12-1998	Ingeniería Industrial
05-08-2003	Ingeniería Industrial
17-06-2010	Ingeniería Industrial
01-09-2011	Ingeniería Industrial
07-04-1999	Ingeniería Industrial
01-04-1968	Ingeniería Electrónica
25-08-2005	Ingeniería Industrial
08-08-2014	Ingeniería Industrial
24-07-2000	Ingeniería Industrial
10-06-1994	Ingeniería Industrial
19-03-2009	Ingeniería Industrial
13-02-2009	Lic.en Administración y Sistemas
23-12-1991	Ingeniería Industrial
01-07-1982	Ingeniería Industrial
01-08-1982	Ingeniería Mecánica
10-08-2010	Ingeniería Mecánica
01-12-1977	Ingeniería Industrial
02-12-1986	Licenciatura en Análisis de Sistemas
01-08-1992	Ingeniería Industrial
18-08-1992	Ingeniería Química
24-08-2004	Ingeniería Industrial
22-12-1995	Licenciatura en Informática
17-08-1996	Ingeniería Química
01-07-2011	Ingeniería Electrónica
17-06-2010	Ingeniería Industrial
05-05-1999	Ingeniería Industrial
25-08-2005	Ingeniería Industrial
01-03-1984	Ingeniería Electrónica
18-02-2010	Ingeniería en Informática
19-04-1985	Ingeniería Industrial
21-12-2009	Ingeniería Industrial
24-08-1988	Ingeniería Química
18-12-2000	Ingeniería Industrial
04-08-1998	Ingeniería en Informática
07-08-2013	Ingeniería Industrial
01-12-1979	Ingeniería Industrial
04-02-2011	Ingeniería Industrial
27-08-2013	Ingeniería Electrónica
15-08-2009	Ingeniería en Petróleo
26-05-2016	Ingeniería Industrial
01-03-1988	Licenciatura en Análisis de Sistemas
07-12-2010	Lic.en Administración y Sistemas
19-02-2014	Ingeniería Industrial
25-03-1992	Ingeniería Industrial
25-07-2012	Ingeniería Industrial
24-07-2000	Ingeniería Electrónica
31-08-2012	Ingeniería Mecánica
16-07-2010	Ingeniería en Petróleo
27-08-2008	Ingeniería Industrial
23-08-2005	Ingeniería en Petróleo
05-09-2006	Ingeniería Industrial
01-05-1971	Licenciatura en Oceanografía
16-05-1996	Ingeniería Mecánica
26-12-2002	Ingeniería Química
23-07-2004	Ingeniería Industrial
01-12-1977	Ingeniería Industrial
13-06-2000	Ingeniería Industrial
01-12-1974	Ingeniería Industrial
15-08-1997	Ingeniería Electrónica
22-12-1993	Licenciatura en Informática
01-11-1982	Ingeniería Naval
07-04-1987	Ingeniería Industrial
20-12-1989	Ingeniería Electrónica
24-07-1998	Ingeniería Industrial
15-05-1995	Ingeniería Mecánica
01-03-1981	Ingeniería Mecánica
12-06-1985	Ingeniería Industrial
25-02-1992	Ingeniería Electrónica
24-07-2015	Ingeniería Industrial
03-08-1998	Ingeniería Industrial
20-07-2005	Ingeniería Electrónica
19-07-1991	Licenciatura en Informática
26-08-1987	Ingeniería Química
01-06-1992	Ingeniería Industrial
01-12-1979	Ingeniería Industrial
14-06-2002	Ingeniería Industrial
23-07-1999	Ingeniería Industrial
07-04-1999	Ingeniería Industrial
01-12-1981	Ingeniería Electrónica
02-05-1995	Ingeniería Mecánica
01-12-1980	Ingeniería Electrónica
14-09-2005	Ingeniería Electrónica
01-12-1977	Ingeniería Industrial
30-07-1984	Ingeniería Industrial
06-08-1996	Ingeniería Electrónica
23-12-1998	Ingeniería Industrial
05-08-2003	Ingeniería Industrial
30-08-2002	Ingeniería Electrónica
02-07-1996	Ingeniería Industrial
22-07-1993	Ingeniería Industrial
22-03-2013	Ingeniería Industrial
03-04-2007	Ingeniería Industrial
18-02-2015	Ingeniería en Informática
08-02-2008	Ingeniería Mecánica
25-07-2012	Ingeniería Industrial
03-03-2003	Ingeniería en Informática
28-12-2012	Ingeniería Industrial
31-07-2015	Ingeniería Mecánica
14-08-1996	Ingeniería Electrónica
19-12-2013	Ingeniería Química
19-02-2014	Ingeniería Industrial
17-07-2002	Ingeniería Industrial
24-07-1998	Ingeniería Industrial
29-10-2007	Ingeniería Industrial
01-08-2012	Ingeniería Química
01-09-1984	Ingeniería Química
26-04-1988	Ingeniería Industrial
30-12-2014	Ingeniería Mecánica
16-12-2011	Ingeniería Mecánica
09-08-2004	Ingeniería Industrial
20-08-1999	Ingeniería Química
07-04-1993	Ingeniería Electrónica
07-08-2007	Ingeniería Electrónica
18-12-2009	Lic.en Administración y Sistemas
13-02-1998	Ingeniería Industrial
06-03-1992	Ingeniería Industrial
11-08-2004	Ingeniería Electrónica
26-08-2013	Ingeniería en Informática
20-07-2012	Ingeniería Química
07-08-2013	Ingeniería en Informática
08-02-2013	Lic.en Administración y Sistemas
07-03-1995	Ingeniería Industrial
01-12-1979	Ingeniería Electrónica
29-06-2000	Ingeniería Industrial
21-08-1997	Ingeniería Electrónica
15-07-1994	Ingeniería Electrónica
16-07-2013	Ingeniería en Petróleo
10-08-2011	Ingeniería Mecánica
06-07-1999	Ingeniería Industrial
12-02-1999	Ingeniería en Petróleo
07-07-1987	Licenciatura en Análisis de Sistemas
10-03-2015	Ingeniería Eléctrica
11-09-2013	Ingeniería Industrial
30-08-2012	Ingeniería en Petróleo
30-07-2015	Ingeniería en Informática
18-12-2007	Ingeniería Industrial
15-11-2010	Ingeniería Industrial
08-07-2013	Ingeniería en Petróleo
20-02-2008	Ingeniería Industrial
01-04-1967	Ingeniería Electrónica
01-06-2001	Ingeniería Industrial
21-12-2012	Lic.en Administración y Sistemas
21-08-1997	Ingeniería Electrónica
22-11-2007	Ingeniería Electrónica
04-05-1988	Ingeniería Industrial
21-12-1994	Licenciatura en Informática
15-05-2006	Ingeniería Industrial
04-04-1986	Ingeniería Eléctrica
04-04-1986	Ingeniería Mecánica
29-11-1988	Ingeniería Electrónica
19-08-2014	Ingeniería Electrónica
14-08-1996	Ingeniería Industrial
17-02-2014	Ingeniería Industrial
01-12-1974	Ingeniería Electrónica
14-08-1996	Ingeniería Industrial
31-07-2013	Ingeniería Industrial
28-06-1994	Ingeniería Industrial
24-07-2000	Ingeniería Industrial
04-07-2003	Ingeniería Industrial
13-05-2014	Ingeniería Industrial
31-08-2012	Ingeniería en Informática
20-08-1999	Ingeniería Química
01-03-1984	Licenciatura en Oceanografía
01-05-1974	Ingeniería Industrial
01-05-1979	Ingeniería Industrial
01-08-2001	Ingeniería Industrial
12-02-2010	Ingeniería Química
18-02-2008	Ingeniería Química
17-02-1993	Licenciatura en Informática
19-08-1985	Ingeniería Industrial
29-09-1987	Licenciatura en Análisis de Sistemas
14-05-2012	Ingeniería Química
11-08-2015	Ingeniería Mecánica
14-03-2012	Ingeniería Mecánica
19-12-2014	Ingeniería Industrial
30-06-1993	Ingeniería Industrial
16-06-1993	Ingeniería Mecánica
03-08-2016	Ingeniería Industrial
12-02-2014	Lic.en Administración y Sistemas
13-08-1996	Ingeniería Industrial
27-08-2010	Ingeniería Industrial
24-06-1994	Ingeniería Industrial
05-08-1991	Ingeniería Mecánica
09-02-1996	Ingeniería Industrial
02-09-2011	Ingeniería Industrial
01-05-1987	Ingeniería Electrónica
13-06-2011	Ingeniería Industrial
11-12-1990	Ingeniería Industrial
29-08-2008	Ingeniería en Informática
06-08-1984	Ingeniería Electrónica
21-08-1987	Ingeniería Industrial
02-06-2005	Ingeniería Industrial
24-02-2006	Ingeniería Mecánica
03-04-2014	Lic.en Administración y Sistemas
13-08-1997	Ingeniería Electrónica
01-12-1978	Ingeniería en Armas
01-12-1977	Ingeniería Industrial
04-07-2012	Ingeniería Industrial
06-07-1999	Ingeniería Electrónica
05-05-2006	Ingeniería Industrial
29-07-2010	Ingeniería Química
20-02-2007	Ingeniería Industrial
10-07-2000	Ingeniería Industrial
20-12-1996	Ingeniería Industrial
16-07-2001	Ingeniería Industrial
19-06-2002	Ingeniería Industrial
27-12-2012	Ingeniería Industrial
20-06-2008	Ingeniería Química
01-12-1970	Licenciatura en Oceanografía
10-05-1990	Ingeniería Mecánica
19-07-1991	Licenciatura en Informática
19-04-1995	Ingeniería Industrial
29-06-1994	Ingeniería Industrial
01-12-1995	Ingeniería Mecánica
27-12-1990	Ingeniería Industrial
08-08-2014	Ingeniería Industrial
05-12-2003	Ingeniería en Informática
18-08-2015	Ingeniería Electrónica
15-07-2003	Ingeniería Industrial
19-08-2014	Ingeniería Electrónica
05-08-2003	Ingeniería Industrial
02-07-1996	Ingeniería Mecánica
05-07-2002	Ingeniería en Petróleo
01-03-1978	Ingeniería Naval
22-12-2001	Ingeniería Industrial
31-08-2010	Ingeniería en Informática
25-08-2008	Ingeniería Industrial
16-12-2008	Ingeniería en Informática
26-08-1987	Ingeniería Electrónica
02-04-2003	Ingeniería Química
29-07-2005	Ingeniería en Informática
21-12-1993	Ingeniería Química
12-12-1989	Ingeniería Industrial
09-08-2004	Ingeniería Química
29-06-1994	Ingeniería Electrónica
02-05-1995	Ingeniería Industrial
09-08-1999	Ingeniería Industrial
15-05-1995	Ingeniería Industrial
30-07-2015	Ingeniería en Informática
15-05-2006	Ingeniería Industrial
02-12-1986	Licenciatura en Análisis de Sistemas
10-10-1991	Licenciatura en Informática
21-12-2000	Ingeniería Industrial
04-12-1990	Ingeniería Industrial
02-09-2005	Ingeniería Industrial
11-07-2000	Ingeniería Industrial
19-04-2012	Ingeniería Industrial
04-05-1992	Ingeniería Industrial
07-07-1987	Licenciatura en Análisis de Sistemas
28-08-2012	Ingeniería Electrónica
17-08-2011	Ingeniería Industrial
22-07-1987	Ingeniería Electrónica
22-12-1993	Ingeniería Industrial
13-08-2003	Ingeniería Industrial
01-04-1982	Ingeniería Electrónica
28-07-2006	Ingeniería en Informática
31-07-1997	Ingeniería Industrial
07-11-1996	Ingeniería Industrial
11-07-1996	Licenciatura en Oceanografía
29-07-2009	Ingeniería en Informática
01-12-1978	Ingeniería Electrónica
01-03-1973	Ingeniería Industrial
31-08-2010	Ingeniería Electrónica
09-10-2002	Ingeniería Industrial
01-12-1976	Ingeniería Eléctrica
18-12-2015	Lic.en Administración y Sistemas
01-09-1984	Ingeniería Naval
06-08-2015	Ingeniería Industrial
17-07-1993	Ingeniería Electrónica
24-12-1999	Ingeniería Industrial
01-12-1969	Ingeniería Electrónica
01-12-1968	Ingeniería Industrial
14-03-1996	Ingeniería Industrial
25-08-2009	Lic.en Administración y Sistemas
06-07-2015	Ingeniería Mecánica
14-12-2011	Ingeniería Química
19-10-2009	Ingeniería Industrial
03-08-2001	Ingeniería Electrónica
01-12-1970	Ingeniería Industrial
08-08-2016	Ingeniería Industrial
05-09-2013	Ingeniería Mecánica
24-07-1997	Ingeniería Industrial
17-08-2011	Ingeniería Electrónica
21-11-1995	Ingeniería Electrónica
01-03-1983	Ingeniería Industrial
07-02-2001	Ingeniería Industrial
19-02-2015	Lic.en Administración y Sistemas
01-12-1980	Ingeniería Electrónica
14-07-2008	Ingeniería Química
14-07-1993	Ingeniería Industrial
24-07-2002	Ingeniería Industrial
05-08-2003	Ingeniería Industrial
26-07-2001	Ingeniería Industrial
01-12-1976	Licenciatura en Oceanografía
06-09-2004	Ingeniería en Informática
14-07-2010	Ingeniería Electrónica
10-08-1995	Ingeniería Electrónica
28-08-2013	Ingeniería Industrial
01-12-1976	Ingeniería Electrónica
01-12-1977	Ingeniería Electrónica
11-07-2016	Ingeniería Industrial
01-08-1980	Ingeniería Industrial
29-09-2000	Ingeniería en Informática
19-07-1991	Licenciatura en Informática
11-07-1995	Ingeniería Industrial
12-08-2014	Ingeniería Industrial
16-12-2015	Lic.en Administración y Sistemas
27-08-2010	Ingeniería Industrial
14-02-2000	Ingeniería en Petróleo
13-09-2014	Ingeniería Mecánica
02-12-1986	Licenciatura en Análisis de Sistemas
17-07-1997	Ingeniería Industrial
05-04-1988	Licenciatura en Análisis de Sistemas
16-12-2013	Lic.en Administración y Sistemas
19-12-2007	Lic.en Administración y Sistemas
14-04-1992	Ingeniería Mecánica
30-12-2015	Ingeniería Electrónica
01-10-1983	Licenciatura en Oceanografía
31-12-2011	Ingeniería Industrial
15-07-1985	Ingeniería Naval
22-03-2012	Ingeniería en Informática
17-02-2016	Lic.en Administración y Sistemas
01-12-1977	Ingeniería Naval
05-08-2003	Ingeniería Industrial
29-08-2013	Ingeniería Industrial
10-05-1994	Ingeniería en Petróleo
11-08-1986	Ingeniería Electrónica
28-10-2005	Ingeniería Industrial
20-02-1996	Ingeniería Industrial
22-12-1994	Ingeniería Industrial
03-12-2007	Ingeniería Industrial
01-04-1968	Ingeniería Electrónica
01-04-1967	Ingeniería Industrial
03-07-1998	Ingeniería Industrial
18-12-2009	Lic.en Administración y Sistemas
18-02-1999	Ingeniería Naval
01-06-1978	Licenciatura en Oceanografía
30-08-2010	Ingeniería en Informática
19-12-2012	Lic.en Administración y Sistemas
10-09-1996	Ingeniería Electrónica
14-08-2014	Ingeniería en Informática
23-03-2016	Lic.en Administración y Sistemas
01-12-1979	Ingeniería Química
18-07-2006	Ingeniería Industrial
18-02-2014	Ingeniería Industrial
26-07-2004	Ingeniería Industrial
03-08-2001	Ingeniería Electrónica
16-03-1999	Ingeniería Industrial
21-08-1995	Ingeniería Industrial
07-08-2007	Ingeniería en Petróleo
20-08-1994	Ingeniería Industrial
22-12-1997	Ingeniería Mecánica
19-04-1993	Ingeniería Química
21-10-2015	Ingeniería Industrial
21-02-1986	Ingeniería Industrial
01-04-2015	Ingeniería Electrónica
20-12-2001	Ingeniería Química
13-04-2011	Ingeniería en Petróleo
01-05-1986	Ingeniería Naval
18-02-1998	Ingeniería Industrial
24-07-2002	Ingeniería Industrial
18-07-2000	Ingeniería Industrial
17-06-1997	Ingeniería Industrial
31-07-2013	Ingeniería Industrial
01-05-1975	Ingeniería Industrial
20-11-2009	Ingeniería Industrial
29-12-1988	Ingeniería Industrial
09-08-2004	Ingeniería Industrial
29-05-2003	Ingeniería Naval
17-07-1993	Ingeniería Industrial
28-06-1994	Ingeniería Electrónica
25-08-2008	Ingeniería Industrial
24-02-2014	Ingeniería en Petróleo
02-06-2005	Ingeniería Industrial
20-12-2001	Ingeniería en Informática
13-08-2001	Ingeniería Industrial
17-04-2001	Ingeniería Industrial
16-04-2010	Ingeniería Mecánica
02-12-1986	Licenciatura en Análisis de Sistemas
02-12-1986	Licenciatura en Análisis de Sistemas
28-09-2004	Ingeniería Industrial
21-06-2006	Ingeniería Industrial
01-12-1975	Ingeniería Industrial
31-12-2001	Ingeniería Mecánica
23-08-2012	Ingeniería Industrial
09-08-2016	Ingeniería Eléctrica
01-12-1971	Ingeniería Industrial
15-02-2011	Lic.en Administración y Sistemas
27-07-1999	Ingeniería Industrial
15-07-2003	Ingeniería Industrial
12-04-2010	Ingeniería Química
03-08-2016	Ingeniería en Informática
17-02-1998	Ingeniería Industrial
20-05-2016	Ingeniería en Informática
29-12-1992	Ingeniería Industrial
01-12-1992	Ingeniería Mecánica
21-10-2008	Ingeniería Industrial
21-12-1994	Licenciatura en Informática
09-08-2010	Ingeniería Química
01-09-1969	Ingeniería Industrial
24-07-2015	Ingeniería Mecánica
26-05-2010	Ingeniería en Petróleo
05-05-2003	Ingeniería Industrial
03-04-2007	Ingeniería Industrial
24-07-1996	Ingeniería Electrónica
21-05-1997	Ingeniería Industrial
01-03-1979	Ingeniería Electrónica
13-08-2013	Ingeniería Industrial
01-07-1980	Ingeniería Naval
06-08-2014	Ingeniería Industrial
21-12-1988	Ingeniería Industrial
24-08-2001	Ingeniería Industrial
21-03-1994	Ingeniería en Petróleo
01-12-1978	Ingeniería Electrónica
20-12-1995	Ingeniería Industrial
16-08-2000	Ingeniería Industrial
07-07-1997	Ingeniería Industrial
30-12-1987	Ingeniería Mecánica
28-08-2012	Ingeniería Industrial
20-06-2008	Ingeniería Industrial
03-03-1986	Ingeniería Electrónica
20-12-2000	Ingeniería Industrial
28-07-2010	Ingeniería Industrial
01-12-1968	Ingeniería Industrial
08-07-2015	Ingeniería Industrial
01-12-1977	Ingeniería Industrial
12-06-1998	Ingeniería Industrial
04-08-1987	Ingeniería Industrial
23-12-1991	Ingeniería Industrial
20-07-2012	Ingeniería en Petróleo
21-12-1988	Ingeniería Industrial
26-07-2005	Ingeniería Industrial
30-08-2007	Ingeniería Industrial
25-07-2016	Ingeniería en Informática
25-07-2016	Ingeniería en Informática
11-07-1992	Ingeniería Química
01-12-1975	Ingeniería Industrial
05-08-2003	Ingeniería Industrial
14-08-2014	Ingeniería en Informática
22-12-1998	Ingeniería Industrial
12-02-2010	Ingeniería Química
25-07-2016	Ingeniería en Informática
03-07-1998	Ingeniería Industrial
03-07-1997	Ingeniería Industrial
22-05-2015	Ingeniería Industrial
12-07-2011	Ingeniería Industrial
01-10-1985	Licenciatura en Oceanografía
17-07-1992	Licenciatura en Informática
27-12-1995	Ingeniería Industrial
11-08-2014	Ingeniería Mecánica
13-02-1998	Ingeniería Industrial
16-09-2003	Ingeniería Industrial
01-12-1971	Ingeniería Industrial
19-07-1991	Licenciatura en Informática
28-04-2004	Ingeniería Industrial
23-06-1999	Ingeniería Industrial
24-06-1994	Ingeniería Electrónica
01-12-1983	Ingeniería Electrónica
17-05-1995	Ingeniería Industrial
15-02-2012	Lic.en Administración y Sistemas
31-10-2014	Ingeniería Industrial
11-09-2007	Ingeniería Electrónica
02-09-2000	Ingeniería Química
15-06-2011	Ingeniería en Petróleo
21-05-2008	Ingeniería Industrial
26-05-2015	Ingeniería Industrial
14-07-1993	Ingeniería Electrónica
09-04-1991	Ingeniería Industrial
21-08-1996	Ingeniería en Petróleo
29-07-2009	Ingeniería en Informática
01-08-2001	Ingeniería Industrial
15-07-1992	Licenciatura en Informática
12-09-2013	Ingeniería Electrónica
01-06-2003	Ingeniería Electrónica
03-12-2007	Ingeniería Industrial
01-12-1977	Ingeniería Industrial
01-07-1982	Ingeniería Industrial
19-07-2010	Ingeniería Química
11-09-2007	Ingeniería Mecánica
03-08-1998	Ingeniería Industrial
21-12-1996	Ingeniería Industrial
19-12-2007	Lic.en Administración y Sistemas
26-12-2000	Ingeniería Electrónica
22-12-1994	Ingeniería en Petróleo
01-04-1968	Ingeniería Industrial
03-08-2000	Ingeniería Industrial
21-07-2016	Ingeniería Química
31-08-2010	Ingeniería en Informática
01-03-2011	Ingeniería Industrial
01-04-1971	Ingeniería Industrial
14-08-1998	Ingeniería Química
20-06-2001	Ingeniería Industrial
02-08-1996	Ingeniería Industrial
12-12-1991	Licenciatura en Informática
29-08-2013	Ingeniería Industrial
04-03-2016	Ingeniería Industrial
12-10-1988	Ingeniería Naval
23-03-1998	Ingeniería Industrial
17-02-1993	Licenciatura en Informática
17-08-2000	Ingeniería Química
01-08-2001	Ingeniería Industrial
27-08-2001	Ingeniería Mecánica
26-08-2013	Ingeniería Mecánica
02-12-1986	Licenciatura en Análisis de Sistemas
27-12-1990	Ingeniería Industrial
09-04-2015	Ingeniería Industrial
21-07-2006	Ingeniería Industrial
20-12-2010	Lic.en Administración y Sistemas
26-07-2004	Ingeniería Industrial
13-08-2001	Ingeniería Electrónica
09-08-1999	Ingeniería Industrial
05-08-2015	Ingeniería Industrial
13-09-2014	Ingeniería Mecánica
22-07-1993	Ingeniería Química
24-07-2000	Ingeniería Industrial
19-02-2008	Ingeniería Electrónica
04-08-1990	Ingeniería Química
12-02-2010	Ingeniería Química
29-09-1987	Licenciatura en Análisis de Sistemas
22-12-1999	Ingeniería Química
07-10-2014	Ingeniería en Informática
28-06-2016	Ingeniería Industrial
10-08-1998	Ingeniería Electrónica
02-12-1986	Licenciatura en Análisis de Sistemas
23-08-2013	Ingeniería Industrial
01-11-1982	Ingeniería Mecánica
28-06-1994	Ingeniería Electrónica
18-07-2012	Ingeniería Industrial
08-03-1995	Ingeniería Naval
28-08-2012	Lic.en Administración y Sistemas
19-12-2012	Ingeniería Industrial
15-08-1997	Ingeniería Industrial
27-12-1989	Ingeniería Industrial
03-08-1999	Ingeniería Industrial
26-07-2012	Ingeniería Industrial
16-07-2001	Ingeniería Industrial
17-07-1992	Licenciatura en Informática
06-03-1999	Ingeniería Industrial
01-04-1986	Licenciatura en Oceanografía
30-07-2010	Ingeniería Química
24-07-1998	Ingeniería Industrial
23-07-2003	Ingeniería Química
26-12-2006	Ingeniería Industrial
18-08-2015	Ingeniería en Petróleo
28-11-2012	Ingeniería Industrial
11-08-2015	Ingeniería Mecánica
08-08-2012	Ingeniería Electrónica
18-08-2006	Ingeniería Industrial
30-08-2007	Ingeniería Industrial
22-07-1997	Ingeniería Industrial
15-02-2012	Lic.en Administración y Sistemas
06-05-2005	Ingeniería en Informática
07-08-2002	Ingeniería Electrónica
13-04-2011	Ingeniería en Petróleo
20-07-2005	Ingeniería Electrónica
21-07-2006	Ingeniería Electrónica
30-07-2013	Ingeniería Química
20-05-2013	Ingeniería Industrial
29-07-2005	Ingeniería Química
13-08-2010	Ingeniería Química
19-06-1992	Ingeniería Industrial
17-12-2010	Lic.en Administración y Sistemas
21-08-2007	Ingeniería Electrónica
13-08-1992	Ingeniería Química
31-08-2006	Ingeniería Electrónica
06-08-1996	Ingeniería Electrónica
26-06-2001	Ingeniería en Informática
04-08-1998	Ingeniería en Informática
18-07-2012	Ingeniería Industrial
02-04-2003	Ingeniería Química
26-07-2004	Ingeniería Industrial
01-08-1983	Ingeniería Química
18-07-1997	Ingeniería Industrial
13-12-1991	Ingeniería Mecánica
03-04-2007	Ingeniería Industrial
17-05-2001	Ingeniería Industrial
01-05-1982	Ingeniería Electrónica
01-04-1974	Ingeniería Industrial
27-10-1973	Ingeniería Electrónica
26-07-2004	Ingeniería Industrial
03-07-1998	Ingeniería Industrial
23-07-1999	Ingeniería Electrónica
20-03-1995	Ingeniería Industrial
26-06-2013	Ingeniería Industrial
23-08-2013	Ingeniería Industrial
10-07-1991	Ingeniería Mecánica
27-07-1992	Ingeniería Industrial
01-12-1970	Ingeniería Industrial
21-08-1996	Ingeniería Electrónica
23-06-1994	Ingeniería Industrial
06-08-2015	Ingeniería Industrial
18-07-1995	Licenciatura en Informática
14-02-2005	Ingeniería en Informática
18-12-1989	Ingeniería Industrial
02-12-1986	Licenciatura en Análisis de Sistemas
11-04-1989	Ingeniería Electrónica
24-05-2004	Ingeniería Industrial
01-04-1968	Ingeniería Industrial
27-07-2009	Ingeniería Mecánica
10-04-2013	Ingeniería Eléctrica
07-08-2002	Ingeniería Industrial
19-02-2007	Lic.en Administración y Sistemas
06-08-1996	Ingeniería Electrónica
31-08-2010	Ingeniería Industrial
06-09-2016	Ingeniería en Petróleo
15-08-1997	Ingeniería Electrónica
16-05-1988	Ingeniería Industrial
27-12-1995	Ingeniería Industrial
21-07-2006	Ingeniería Industrial
26-07-1999	Ingeniería Industrial
24-05-1995	Licenciatura en Oceanografía
24-07-1990	Ingeniería Industrial
18-06-2009	Lic.en Administración y Sistemas
01-12-1981	Ingeniería Industrial
11-07-2012	Ingeniería Industrial
21-12-1994	Licenciatura en Informática
17-08-2010	Ingeniería Industrial
30-04-1993	Ingeniería Industrial
01-09-1971	Ingeniería Electrónica
01-12-1976	Ingeniería Electrónica
15-04-2008	Ingeniería en Informática
19-02-2015	Lic.en Administración y Sistemas
12-06-1987	Ingeniería Industrial
21-06-2006	Ingeniería Electrónica
17-07-2004	Ingeniería Industrial
09-09-2011	Ingeniería Industrial
29-08-2008	Ingeniería en Informática
01-09-2008	Ingeniería Mecánica
13-02-2007	Ingeniería en Petróleo
24-07-1997	Ingeniería Industrial
10-08-1995	Ingeniería Industrial
31-08-1998	Ingeniería Industrial
15-08-2009	Ingeniería en Petróleo
13-04-2005	Ingeniería en Petróleo
25-07-2012	Ingeniería Industrial
18-07-2012	Ingeniería Industrial
19-02-2014	Ingeniería Industrial
16-06-1993	Ingeniería Electrónica
05-08-1985	Ingeniería Química
01-12-1986	Ingeniería Industrial
03-05-1988	Ingeniería Industrial
01-12-1974	Ingeniería Industrial
31-08-1994	Ingeniería Industrial
14-05-2015	Ingeniería Industrial
03-08-2016	Ingeniería en Informática
